ids	Logic_board_fail	IO_board_fail	System_State	Rework_Decision	Rework_Outcome	Rework_Cost 
51270	1	0	0	1	1	225
51271	1	0	0	1	1	225
51272	1	0	0	1	1	225
51273	0	0	1	1	0	300
51274	0	0	1	0	0	300
51275	1	0	0	1	1	225
51276	0	0	1	0	0	300
51277	1	0	0	1	1	225
51278	1	0	0	0	1	175
51279	1	1	0	0	0	300
51280	1	0	0	0	1	175
51281	1	1	0	0	0	300
51282	1	1	0	1	0	300
51283	1	0	0	0	1	175
51284	1	0	0	0	1	175
51285	1	0	0	1	1	225
51286	1	0	0	0	1	175
51287	1	1	0	0	0	300
51288	1	0	0	1	1	225
51289	1	0	0	0	1	175
51290	1	0	0	0	1	175
51291	1	1	0	0	0	300
51292	1	0	0	1	1	225
51293	1	0	0	1	1	225
51294	1	0	0	1	1	225
51295	1	0	0	1	1	225
51296	0	0	1	0	0	300
51297	1	0	0	0	1	175
51298	0	0	1	1	0	300
51299	1	0	0	1	1	225
51300	1	0	0	0	1	175
51301	0	0	1	0	0	300
51302	0	0	1	0	0	300
51303	1	0	0	0	1	175
51304	1	0	0	1	1	225
51305	1	0	0	1	1	225
51306	1	1	0	0	0	300
51307	1	0	0	0	1	175
51308	1	0	0	0	1	175
51309	1	0	0	0	1	175
51310	1	0	0	0	1	175
51311	1	0	0	1	1	225
51312	1	0	0	1	1	225
51313	0	0	1	0	0	300
51314	1	0	0	1	1	225
51315	1	0	0	1	1	225
51316	1	0	0	0	1	175
51317	1	0	0	0	1	175
51318	1	0	0	0	1	175
51319	1	1	0	1	0	300
51320	1	1	0	0	0	300
51321	1	1	0	0	0	300
51322	1	0	0	0	1	175
51323	1	0	0	0	1	175
51324	0	1	0	1	2	125
51325	1	0	0	0	1	175
51326	1	1	0	1	0	300
51327	1	1	0	0	0	300
51328	0	0	1	1	0	300
51329	1	0	0	1	1	225
51330	0	0	1	1	0	300
51331	1	0	0	1	1	225
51332	0	0	1	1	0	300
51333	1	0	0	0	1	175
51334	1	1	0	0	0	300
51335	1	0	0	0	1	175
51336	1	0	0	1	1	225
51337	1	0	0	1	1	225
51338	1	0	0	0	1	175
51339	1	0	0	0	1	175
51340	1	0	0	0	1	175
51341	0	1	0	1	2	125
51342	1	0	0	0	1	175
51343	1	0	0	1	1	225
51344	1	0	0	1	1	225
51345	1	0	0	1	1	225
51346	1	0	0	0	1	175
51347	1	0	0	1	1	225
51348	1	0	0	0	1	175
51349	1	0	0	0	1	175
51350	1	0	0	1	1	225
51351	0	0	1	0	0	300
51352	1	0	0	1	1	225
51353	0	1	0	0	2	200
51354	1	0	0	1	1	225
51355	1	0	0	1	1	225
51356	1	0	0	0	1	175
51357	0	1	0	0	2	200
51358	1	0	0	0	1	175
51359	1	0	0	0	1	175
51360	1	0	0	0	1	175
51361	1	0	0	0	1	175
51362	0	0	1	1	0	300
51363	0	0	1	0	0	300
51364	1	0	0	1	1	225
51365	0	0	1	0	0	300
51366	1	0	0	1	1	225
51367	1	0	0	1	1	225
51368	0	0	1	1	0	300
51369	1	1	0	0	0	300
51370	1	0	0	1	1	225
51371	1	0	0	0	1	175
51372	1	0	0	1	1	225
51373	1	0	0	0	1	175
51374	1	0	0	0	1	175
51375	1	0	0	0	1	175
51376	1	0	0	0	1	175
51377	0	0	1	0	0	300
51378	1	0	0	0	1	175
51379	1	1	0	0	0	300
51380	1	0	0	0	1	175
51381	1	0	0	0	1	175
51382	1	0	0	1	1	225
51383	1	0	0	0	1	175
51384	1	0	0	1	1	225
51385	1	0	0	1	1	225
51386	1	0	0	0	1	175
51387	1	1	0	1	0	300
51388	1	0	0	0	1	175
51389	1	0	0	0	1	175
51390	1	1	0	1	0	300
51391	1	0	0	0	1	175
51392	1	0	0	1	1	225
51393	1	0	0	1	1	225
51394	1	0	0	0	1	175
51395	1	0	0	1	1	225
51396	0	0	1	1	0	300
51397	1	0	0	1	1	225
51398	0	0	1	1	0	300
51399	1	0	0	1	1	225
51400	0	0	1	0	0	300
51401	1	0	0	1	1	225
51402	0	0	1	0	0	300
51403	1	0	0	1	1	225
51404	1	0	0	1	1	225
51405	0	1	0	0	2	200
51406	1	0	0	1	1	225
51407	1	0	0	0	1	175
51408	1	0	0	1	1	225
51409	1	0	0	1	1	225
51410	1	1	0	1	0	300
51411	1	0	0	1	1	225
51412	1	0	0	1	1	225
51413	1	0	0	0	1	175
51414	1	0	0	1	1	225
51415	1	0	0	1	1	225
51416	1	0	0	0	1	175
51417	1	0	0	0	1	175
51418	1	0	0	1	1	225
51419	1	0	0	1	1	225
51420	1	0	0	0	1	175
51421	0	0	1	0	0	300
51422	1	1	0	1	0	300
51423	0	1	0	0	2	200
51424	1	0	0	0	1	175
51425	0	0	1	1	0	300
51426	0	0	1	0	0	300
51427	1	0	0	0	1	175
51428	1	0	0	0	1	175
51429	1	0	0	1	1	225
51430	1	0	0	0	1	175
51431	1	0	0	0	1	175
51432	1	0	0	0	1	175
51433	1	0	0	1	1	225
51434	1	0	0	1	1	225
51435	1	0	0	0	1	175
51436	0	0	1	0	0	300
51437	0	0	1	1	0	300
51438	1	0	0	1	1	225
51439	1	1	0	1	0	300
51440	1	0	0	1	1	225
51441	1	0	0	0	1	175
51442	1	0	0	0	1	175
51443	1	0	0	0	1	175
51444	1	0	0	1	1	225
51445	1	0	0	1	1	225
51446	1	0	0	1	1	225
51447	1	0	0	0	1	175
51448	1	0	0	0	1	175
51449	1	0	0	0	1	175
51450	1	0	0	0	1	175
51451	1	0	0	0	1	175
51452	1	0	0	1	1	225
51453	1	0	0	0	1	175
51454	1	0	0	1	1	225
51455	1	1	0	1	0	300
51456	1	0	0	1	1	225
51457	0	0	1	1	0	300
51458	1	0	0	1	1	225
51459	1	0	0	1	1	225
51460	1	0	0	1	1	225
51461	0	0	1	0	0	300
51462	1	0	0	1	1	225
51463	1	0	0	0	1	175
51464	1	0	0	1	1	225
51465	1	0	0	1	1	225
51466	1	0	0	1	1	225
51467	0	0	1	1	0	300
51468	1	0	0	0	1	175
51469	1	0	0	1	1	225
51470	1	0	0	0	1	175
51471	1	0	0	0	1	175
51472	1	0	0	0	1	175
51473	1	0	0	1	1	225
51474	1	0	0	0	1	175
51475	1	0	0	0	1	175
51476	1	0	0	1	1	225
51477	1	0	0	1	1	225
51478	1	0	0	0	1	175
51479	1	1	0	0	0	300
51480	1	1	0	1	0	300
51481	1	0	0	1	1	225
51482	1	1	0	0	0	300
51483	0	0	1	0	0	300
51484	1	0	0	1	1	225
51485	1	0	0	0	1	175
51486	1	1	0	0	0	300
51487	1	0	0	1	1	225
51488	1	0	0	0	1	175
51489	1	0	0	0	1	175
51490	1	1	0	0	0	300
51491	1	0	0	1	1	225
51492	1	0	0	0	1	175
51493	1	0	0	0	1	175
51494	1	0	0	1	1	225
51495	1	1	0	0	0	300
51496	1	1	0	0	0	300
51497	1	0	0	0	1	175
51498	1	0	0	0	1	175
51499	1	0	0	1	1	225
51500	1	0	0	0	1	175
51501	1	0	0	0	1	175
51502	1	0	0	1	1	225
51503	1	0	0	0	1	175
51504	0	0	1	1	0	300
51505	1	1	0	1	0	300
51506	1	0	0	1	1	225
51507	1	0	0	0	1	175
51508	1	0	0	1	1	225
51509	0	0	1	1	0	300
51510	1	0	0	0	1	175
51511	1	0	0	1	1	225
51512	1	0	0	1	1	225
51513	1	0	0	1	1	225
51514	1	1	0	1	0	300
51515	1	0	0	1	1	225
51516	1	0	0	0	1	175
51517	0	0	1	0	0	300
51518	1	0	0	1	1	225
51519	1	1	0	0	0	300
51520	1	0	0	1	1	225
51521	0	0	1	0	0	300
51522	0	1	0	0	2	200
51523	0	0	1	0	0	300
51524	1	0	0	0	1	175
51525	1	0	0	1	1	225
51526	1	0	0	0	1	175
51527	1	0	0	1	1	225
51528	0	0	1	0	0	300
51529	1	0	0	1	1	225
51530	1	0	0	0	1	175
51531	1	0	0	1	1	225
51532	1	0	0	0	1	175
51533	0	1	0	1	2	125
51534	1	0	0	0	1	175
51535	1	1	0	0	0	300
51536	0	1	0	0	2	200
51537	1	0	0	1	1	225
51538	0	0	1	1	0	300
51539	1	0	0	1	1	225
51540	1	0	0	1	1	225
51541	1	0	0	0	1	175
51542	1	0	0	0	1	175
51543	1	0	0	1	1	225
51544	1	0	0	1	1	225
51545	0	0	1	0	0	300
51546	1	0	0	1	1	225
51547	1	0	0	1	1	225
51548	1	0	0	0	1	175
51549	1	0	0	1	1	225
51550	1	0	0	0	1	175
51551	1	0	0	0	1	175
51552	1	0	0	0	1	175
51553	0	0	1	0	0	300
51554	1	0	0	0	1	175
51555	1	0	0	1	1	225
51556	0	0	1	0	0	300
51557	1	0	0	1	1	225
51558	1	1	0	1	0	300
51559	1	0	0	0	1	175
51560	1	0	0	0	1	175
51561	1	1	0	0	0	300
51562	1	0	0	1	1	225
51563	1	0	0	0	1	175
51564	1	0	0	1	1	225
51565	1	0	0	0	1	175
51566	1	0	0	0	1	175
51567	1	0	0	0	1	175
51568	1	0	0	1	1	225
51569	1	0	0	1	1	225
51570	1	0	0	1	1	225
51571	1	0	0	1	1	225
51572	0	0	1	1	0	300
51573	0	0	1	1	0	300
51574	1	0	0	0	1	175
51575	0	0	1	0	0	300
51576	1	1	0	1	0	300
51577	1	0	0	0	1	175
51578	1	0	0	1	1	225
51579	1	1	0	0	0	300
51580	1	0	0	1	1	225
51581	0	0	1	1	0	300
51582	1	0	0	1	1	225
51583	1	0	0	0	1	175
51584	0	0	1	1	0	300
51585	1	0	0	0	1	175
51586	1	0	0	1	1	225
51587	1	0	0	0	1	175
51588	1	1	0	0	0	300
51589	1	0	0	1	1	225
51590	1	0	0	0	1	175
51591	1	0	0	0	1	175
51592	1	0	0	0	1	175
51593	1	0	0	1	1	225
51594	1	0	0	0	1	175
51595	1	0	0	1	1	225
51596	1	0	0	1	1	225
51597	1	0	0	1	1	225
51598	1	0	0	1	1	225
51599	1	1	0	0	0	300
51600	1	1	0	0	0	300
51601	1	0	0	1	1	225
51602	0	0	1	0	0	300
51603	1	1	0	0	0	300
51604	1	0	0	0	1	175
51605	1	0	0	0	1	175
51606	1	0	0	0	1	175
51607	1	0	0	0	1	175
51608	1	0	0	1	1	225
51609	1	0	0	1	1	225
51610	1	0	0	1	1	225
51611	1	0	0	1	1	225
51612	1	0	0	0	1	175
51613	1	0	0	0	1	175
51614	1	0	0	0	1	175
51615	1	0	0	1	1	225
51616	1	0	0	1	1	225
51617	1	0	0	0	1	175
51618	1	0	0	0	1	175
51619	1	0	0	1	1	225
51620	1	0	0	1	1	225
51621	1	0	0	0	1	175
51622	0	0	1	0	0	300
51623	1	1	0	0	0	300
51624	0	0	1	1	0	300
51625	1	0	0	0	1	175
51626	1	0	0	1	1	225
51627	1	0	0	1	1	225
51628	1	0	0	0	1	175
51629	0	1	0	1	2	125
51630	1	0	0	1	1	225
51631	1	0	0	1	1	225
51632	1	0	0	1	1	225
51633	1	0	0	1	1	225
51634	1	0	0	1	1	225
51635	1	0	0	1	1	225
51636	1	1	0	0	0	300
51637	1	0	0	0	1	175
51638	1	1	0	0	0	300
51639	1	0	0	1	1	225
51640	1	0	0	1	1	225
51641	1	0	0	0	1	175
51642	1	0	0	1	1	225
51643	1	0	0	0	1	175
51644	1	0	0	1	1	225
51645	1	0	0	0	1	175
51646	1	0	0	1	1	225
51647	1	0	0	0	1	175
51648	1	1	0	0	0	300
51649	1	0	0	1	1	225
51650	1	0	0	1	1	225
51651	1	0	0	0	1	175
51652	1	0	0	0	1	175
51653	0	0	1	0	0	300
51654	1	0	0	1	1	225
51655	1	0	0	0	1	175
51656	1	0	0	1	1	225
51657	1	0	0	1	1	225
51658	1	0	0	0	1	175
51659	1	0	0	0	1	175
51660	0	0	1	1	0	300
51661	1	0	0	1	1	225
51662	1	0	0	0	1	175
51663	1	0	0	0	1	175
51664	1	0	0	0	1	175
51665	1	0	0	1	1	225
51666	1	1	0	1	0	300
51667	0	0	1	1	0	300
51668	1	0	0	0	1	175
51669	1	0	0	1	1	225
51670	1	0	0	0	1	175
51671	1	0	0	0	1	175
51672	1	0	0	0	1	175
51673	1	0	0	1	1	225
51674	1	0	0	0	1	175
51675	1	0	0	1	1	225
51676	0	0	1	0	0	300
51677	1	0	0	1	1	225
51678	1	0	0	0	1	175
51679	1	0	0	0	1	175
51680	1	0	0	0	1	175
51681	1	0	0	1	1	225
51682	1	0	0	0	1	175
51683	1	0	0	1	1	225
51684	1	1	0	0	0	300
51685	1	0	0	1	1	225
51686	1	0	0	0	1	175
51687	1	0	0	0	1	175
51688	1	0	0	0	1	175
51689	1	1	0	0	0	300
51690	1	0	0	1	1	225
51691	1	1	0	0	0	300
51692	1	1	0	1	0	300
51693	0	0	1	0	0	300
51694	1	0	0	1	1	225
51695	1	0	0	0	1	175
51696	0	0	1	1	0	300
51697	0	0	1	1	0	300
51698	1	0	0	1	1	225
51699	1	0	0	0	1	175
51700	1	0	0	0	1	175
51701	1	0	0	0	1	175
51702	1	0	0	0	1	175
51703	1	0	0	0	1	175
51704	1	0	0	0	1	175
51705	1	0	0	1	1	225
51706	1	0	0	0	1	175
51707	1	1	0	0	0	300
51708	0	0	1	0	0	300
51709	0	0	1	1	0	300
51710	1	1	0	0	0	300
51711	1	1	0	0	0	300
51712	1	0	0	1	1	225
51713	0	1	0	1	2	125
51714	1	1	0	1	0	300
51715	1	1	0	1	0	300
51716	0	0	1	0	0	300
51717	1	1	0	0	0	300
51718	1	0	0	1	1	225
51719	1	0	0	0	1	175
51720	1	0	0	0	1	175
51721	1	1	0	0	0	300
51722	1	0	0	1	1	225
51723	1	0	0	0	1	175
51724	1	0	0	1	1	225
51725	1	1	0	0	0	300
51726	1	0	0	0	1	175
51727	1	0	0	1	1	225
51728	1	1	0	1	0	300
51729	1	0	0	1	1	225
51730	0	0	1	1	0	300
51731	1	1	0	0	0	300
51732	1	0	0	1	1	225
51733	0	0	1	1	0	300
51734	1	1	0	1	0	300
51735	1	0	0	1	1	225
51736	0	0	1	0	0	300
51737	1	0	0	1	1	225
51738	0	0	1	1	0	300
51739	1	0	0	0	1	175
51740	1	0	0	1	1	225
51741	1	0	0	1	1	225
51742	1	0	0	1	1	225
51743	0	0	1	0	0	300
51744	0	1	0	0	2	200
51745	0	0	1	1	0	300
51746	1	0	0	1	1	225
51747	1	0	0	0	1	175
51748	1	0	0	0	1	175
51749	1	0	0	1	1	225
51750	1	0	0	0	1	175
51751	1	0	0	1	1	225
51752	1	0	0	0	1	175
51753	1	0	0	1	1	225
51754	1	0	0	1	1	225
51755	1	0	0	0	1	175
51756	1	0	0	1	1	225
51757	1	0	0	0	1	175
51758	1	0	0	0	1	175
51759	1	0	0	0	1	175
51760	1	1	0	0	0	300
51761	0	1	0	1	2	125
51762	1	0	0	0	1	175
51763	1	0	0	1	1	225
51764	0	0	1	1	0	300
51765	1	1	0	1	0	300
51766	1	0	0	1	1	225
51767	1	0	0	1	1	225
51768	1	0	0	0	1	175
51769	1	0	0	0	1	175
51770	1	0	0	0	1	175
51771	0	0	1	0	0	300
51772	0	0	1	1	0	300
51773	1	0	0	0	1	175
51774	1	0	0	1	1	225
51775	1	1	0	0	0	300
51776	1	0	0	0	1	175
51777	1	0	0	1	1	225
51778	1	0	0	1	1	225
51779	1	0	0	1	1	225
51780	1	0	0	1	1	225
51781	1	1	0	1	0	300
51782	1	0	0	0	1	175
51783	1	0	0	0	1	175
51784	1	0	0	0	1	175
51785	0	1	0	0	2	200
51786	1	0	0	1	1	225
51787	1	0	0	0	1	175
51788	0	1	0	1	2	125
51789	1	0	0	0	1	175
51790	1	0	0	1	1	225
51791	1	0	0	0	1	175
51792	1	0	0	0	1	175
51793	0	0	1	0	0	300
51794	1	0	0	0	1	175
51795	1	0	0	0	1	175
51796	1	0	0	1	1	225
51797	1	0	0	1	1	225
51798	1	0	0	0	1	175
51799	1	0	0	0	1	175
51800	1	0	0	1	1	225
51801	1	0	0	0	1	175
51802	1	0	0	1	1	225
51803	1	0	0	1	1	225
51804	1	0	0	0	1	175
51805	0	0	1	0	0	300
51806	1	0	0	1	1	225
51807	1	0	0	1	1	225
51808	1	0	0	1	1	225
51809	1	0	0	1	1	225
51810	1	0	0	1	1	225
51811	1	0	0	0	1	175
51812	1	0	0	0	1	175
51813	1	0	0	1	1	225
51814	1	1	0	1	0	300
51815	1	0	0	0	1	175
51816	0	0	1	1	0	300
51817	1	0	0	1	1	225
51818	1	0	0	1	1	225
51819	1	0	0	1	1	225
51820	1	0	0	1	1	225
51821	0	0	1	0	0	300
51822	1	1	0	1	0	300
51823	1	0	0	0	1	175
51824	1	0	0	1	1	225
51825	0	0	1	0	0	300
51826	1	0	0	0	1	175
51827	1	0	0	1	1	225
51828	1	0	0	0	1	175
51829	1	0	0	1	1	225
51830	1	0	0	1	1	225
51831	0	0	1	1	0	300
51832	1	0	0	0	1	175
51833	1	0	0	0	1	175
51834	1	0	0	1	1	225
51835	1	0	0	0	1	175
51836	1	0	0	1	1	225
51837	1	0	0	0	1	175
51838	1	0	0	0	1	175
51839	1	0	0	0	1	175
51840	1	0	0	0	1	175
51841	1	0	0	0	1	175
51842	1	0	0	0	1	175
51843	1	1	0	0	0	300
51844	1	0	0	0	1	175
51845	0	0	1	1	0	300
51846	1	0	0	0	1	175
51847	1	0	0	1	1	225
51848	1	0	0	1	1	225
51849	0	0	1	1	0	300
51850	1	0	0	0	1	175
51851	1	0	0	1	1	225
51852	0	1	0	0	2	200
51853	1	0	0	0	1	175
51854	1	0	0	0	1	175
51855	1	0	0	1	1	225
51856	1	0	0	0	1	175
51857	1	0	0	0	1	175
51858	1	0	0	1	1	225
51859	0	0	1	1	0	300
51860	1	0	0	1	1	225
51861	0	1	0	0	2	200
51862	1	1	0	0	0	300
51863	0	0	1	0	0	300
51864	1	0	0	1	1	225
51865	1	0	0	1	1	225
51866	1	0	0	0	1	175
51867	1	0	0	0	1	175
51868	1	0	0	0	1	175
51869	1	0	0	1	1	225
51870	1	0	0	1	1	225
51871	1	0	0	0	1	175
51872	1	1	0	0	0	300
51873	1	0	0	1	1	225
51874	1	0	0	0	1	175
51875	1	0	0	0	1	175
51876	1	0	0	0	1	175
51877	1	0	0	0	1	175
51878	1	0	0	1	1	225
51879	1	1	0	1	0	300
51880	1	0	0	1	1	225
51881	1	0	0	0	1	175
51882	1	1	0	0	0	300
51883	0	0	1	1	0	300
51884	1	0	0	1	1	225
51885	0	0	1	1	0	300
51886	1	0	0	0	1	175
51887	1	1	0	1	0	300
51888	1	0	0	0	1	175
51889	1	0	0	0	1	175
51890	1	0	0	0	1	175
51891	1	0	0	0	1	175
51892	1	1	0	1	0	300
51893	1	0	0	0	1	175
51894	1	0	0	0	1	175
51895	1	0	0	0	1	175
51896	0	0	1	1	0	300
51897	0	0	1	0	0	300
51898	0	0	1	1	0	300
51899	1	1	0	0	0	300
51900	1	0	0	0	1	175
51901	1	0	0	0	1	175
51902	1	0	0	1	1	225
51903	1	0	0	1	1	225
51904	1	0	0	0	1	175
51905	1	0	0	0	1	175
51906	1	0	0	0	1	175
51907	1	0	0	0	1	175
51908	0	0	1	0	0	300
51909	1	0	0	0	1	175
51910	1	0	0	1	1	225
51911	1	0	0	1	1	225
51912	0	0	1	1	0	300
51913	1	0	0	0	1	175
51914	1	0	0	1	1	225
51915	1	0	0	1	1	225
51916	1	0	0	1	1	225
51917	1	1	0	0	0	300
51918	1	0	0	0	1	175
51919	1	0	0	1	1	225
51920	1	1	0	0	0	300
51921	1	1	0	1	0	300
51922	1	1	0	1	0	300
51923	1	0	0	1	1	225
51924	1	0	0	0	1	175
51925	1	1	0	1	0	300
51926	1	0	0	0	1	175
51927	1	0	0	0	1	175
51928	1	0	0	0	1	175
51929	0	0	1	0	0	300
51930	1	0	0	0	1	175
51931	1	1	0	0	0	300
51932	1	0	0	1	1	225
51933	1	0	0	0	1	175
51934	1	0	0	1	1	225
51935	1	0	0	1	1	225
51936	1	0	0	1	1	225
51937	1	0	0	1	1	225
51938	1	0	0	0	1	175
51939	1	0	0	0	1	175
51940	1	0	0	1	1	225
51941	1	0	0	0	1	175
51942	1	0	0	1	1	225
51943	1	1	0	0	0	300
51944	0	0	1	1	0	300
51945	1	0	0	0	1	175
51946	1	0	0	0	1	175
51947	1	0	0	1	1	225
51948	1	0	0	0	1	175
51949	1	0	0	0	1	175
51950	1	0	0	0	1	175
51951	1	0	0	1	1	225
51952	1	0	0	0	1	175
51953	1	1	0	1	0	300
51954	1	0	0	1	1	225
51955	1	0	0	0	1	175
51956	1	0	0	0	1	175
51957	1	0	0	0	1	175
51958	1	0	0	1	1	225
51959	1	0	0	0	1	175
51960	1	1	0	0	0	300
51961	1	0	0	1	1	225
51962	1	1	0	0	0	300
51963	1	0	0	0	1	175
51964	1	0	0	1	1	225
51965	1	0	0	1	1	225
51966	1	1	0	0	0	300
51967	1	1	0	1	0	300
51968	1	0	0	0	1	175
51969	0	0	1	0	0	300
51970	1	1	0	0	0	300
51971	1	0	0	1	1	225
51972	1	0	0	1	1	225
51973	1	0	0	0	1	175
51974	0	0	1	0	0	300
51975	1	0	0	0	1	175
51976	1	0	0	1	1	225
51977	1	0	0	0	1	175
51978	0	0	1	0	0	300
51979	1	0	0	0	1	175
51980	0	0	1	0	0	300
51981	1	0	0	1	1	225
51982	1	1	0	0	0	300
51983	1	0	0	0	1	175
51984	1	1	0	1	0	300
51985	1	0	0	0	1	175
51986	1	0	0	0	1	175
51987	1	0	0	1	1	225
51988	1	0	0	0	1	175
51989	1	0	0	1	1	225
51990	1	1	0	0	0	300
51991	1	1	0	0	0	300
51992	1	0	0	0	1	175
51993	1	1	0	0	0	300
51994	1	1	0	0	0	300
51995	0	0	1	0	0	300
51996	1	1	0	0	0	300
51997	1	0	0	1	1	225
51998	1	0	0	1	1	225
51999	1	0	0	0	1	175
52000	1	0	0	1	1	225
52001	1	0	0	1	1	225
52002	1	0	0	1	1	225
52003	1	0	0	1	1	225
52004	1	0	0	1	1	225
52005	1	0	0	0	1	175
52006	1	0	0	1	1	225
52007	1	0	0	1	1	225
52008	0	0	1	1	0	300
52009	1	0	0	1	1	225
52010	1	0	0	1	1	225
52011	0	1	0	1	2	125
52012	1	0	0	1	1	225
52013	0	0	1	1	0	300
52014	0	0	1	1	0	300
52015	1	0	0	0	1	175
52016	1	1	0	0	0	300
52017	1	0	0	0	1	175
52018	0	0	1	0	0	300
52019	1	0	0	0	1	175
52020	1	0	0	1	1	225
52021	1	0	0	0	1	175
52022	1	0	0	0	1	175
52023	0	0	1	1	0	300
52024	1	0	0	0	1	175
52025	1	1	0	0	0	300
52026	1	0	0	1	1	225
52027	1	1	0	0	0	300
52028	1	0	0	0	1	175
52029	1	0	0	0	1	175
52030	1	0	0	0	1	175
52031	1	0	0	0	1	175
52032	1	0	0	1	1	225
52033	0	0	1	1	0	300
52034	1	0	0	0	1	175
52035	1	0	0	0	1	175
52036	1	0	0	1	1	225
52037	1	0	0	0	1	175
52038	1	0	0	1	1	225
52039	1	0	0	0	1	175
52040	1	0	0	1	1	225
52041	1	0	0	1	1	225
52042	1	0	0	0	1	175
52043	1	0	0	1	1	225
52044	1	0	0	1	1	225
52045	1	0	0	1	1	225
52046	0	0	1	0	0	300
52047	0	0	1	0	0	300
52048	1	0	0	0	1	175
52049	1	0	0	1	1	225
52050	1	0	0	0	1	175
52051	0	1	0	0	2	200
52052	1	0	0	1	1	225
52053	1	0	0	1	1	225
52054	1	0	0	1	1	225
52055	1	0	0	1	1	225
52056	1	0	0	0	1	175
52057	0	0	1	1	0	300
52058	1	0	0	1	1	225
52059	1	0	0	1	1	225
52060	1	1	0	1	0	300
52061	1	0	0	0	1	175
52062	1	0	0	1	1	225
52063	1	0	0	0	1	175
52064	1	0	0	0	1	175
52065	1	1	0	0	0	300
52066	1	1	0	1	0	300
52067	1	1	0	1	0	300
52068	1	0	0	0	1	175
52069	0	0	1	1	0	300
52070	0	0	1	0	0	300
52071	1	0	0	0	1	175
52072	1	0	0	0	1	175
52073	1	1	0	0	0	300
52074	1	0	0	1	1	225
52075	1	0	0	0	1	175
52076	1	1	0	0	0	300
52077	1	0	0	0	1	175
52078	1	1	0	1	0	300
52079	1	0	0	1	1	225
52080	1	0	0	1	1	225
52081	0	0	1	0	0	300
52082	1	0	0	1	1	225
52083	1	0	0	1	1	225
52084	1	0	0	1	1	225
52085	1	0	0	1	1	225
52086	0	1	0	0	2	200
52087	1	0	0	1	1	225
52088	1	0	0	1	1	225
52089	1	0	0	1	1	225
52090	1	1	0	0	0	300
52091	1	0	0	0	1	175
52092	1	0	0	0	1	175
52093	0	0	1	0	0	300
52094	1	1	0	1	0	300
52095	1	0	0	0	1	175
52096	1	0	0	1	1	225
52097	1	0	0	0	1	175
52098	1	0	0	0	1	175
52099	1	0	0	0	1	175
52100	1	0	0	0	1	175
52101	1	0	0	1	1	225
52102	0	1	0	0	2	200
52103	1	1	0	0	0	300
52104	1	0	0	0	1	175
52105	1	0	0	0	1	175
52106	1	0	0	1	1	225
52107	0	0	1	0	0	300
52108	1	0	0	0	1	175
52109	1	0	0	1	1	225
52110	1	1	0	1	0	300
52111	0	0	1	1	0	300
52112	1	0	0	1	1	225
52113	1	0	0	1	1	225
52114	0	0	1	1	0	300
52115	1	1	0	0	0	300
52116	1	0	0	0	1	175
52117	1	1	0	1	0	300
52118	1	0	0	0	1	175
52119	1	0	0	0	1	175
52120	0	1	0	1	2	125
52121	1	0	0	1	1	225
52122	1	1	0	1	0	300
52123	1	1	0	1	0	300
52124	1	0	0	0	1	175
52125	1	0	0	1	1	225
52126	1	0	0	1	1	225
52127	1	1	0	1	0	300
52128	1	0	0	0	1	175
52129	1	1	0	1	0	300
52130	1	0	0	0	1	175
52131	1	0	0	1	1	225
52132	1	1	0	0	0	300
52133	1	0	0	1	1	225
52134	1	0	0	1	1	225
52135	0	0	1	0	0	300
52136	1	0	0	0	1	175
52137	1	0	0	1	1	225
52138	0	1	0	1	2	125
52139	0	0	1	0	0	300
52140	1	0	0	0	1	175
52141	1	1	0	1	0	300
52142	1	0	0	0	1	175
52143	1	0	0	1	1	225
52144	1	0	0	0	1	175
52145	1	0	0	0	1	175
52146	1	0	0	1	1	225
52147	1	0	0	0	1	175
52148	1	0	0	1	1	225
52149	1	0	0	0	1	175
52150	1	0	0	0	1	175
52151	1	0	0	1	1	225
52152	1	1	0	0	0	300
52153	1	1	0	1	0	300
52154	1	0	0	0	1	175
52155	1	1	0	0	0	300
52156	0	0	1	0	0	300
52157	1	0	0	0	1	175
52158	1	1	0	1	0	300
52159	1	0	0	1	1	225
52160	1	0	0	0	1	175
52161	1	0	0	1	1	225
52162	0	0	1	1	0	300
52163	1	0	0	0	1	175
52164	1	0	0	0	1	175
52165	1	0	0	1	1	225
52166	1	0	0	1	1	225
52167	1	0	0	0	1	175
52168	1	1	0	0	0	300
52169	1	1	0	0	0	300
52170	1	0	0	0	1	175
52171	1	0	0	1	1	225
52172	1	0	0	1	1	225
52173	1	1	0	1	0	300
52174	1	0	0	1	1	225
52175	1	1	0	0	0	300
52176	0	0	1	0	0	300
52177	1	0	0	0	1	175
52178	1	0	0	0	1	175
52179	1	0	0	0	1	175
52180	0	0	1	1	0	300
52181	1	0	0	0	1	175
52182	1	0	0	0	1	175
52183	1	1	0	0	0	300
52184	1	0	0	1	1	225
52185	1	0	0	1	1	225
52186	1	0	0	0	1	175
52187	1	0	0	0	1	175
52188	1	0	0	1	1	225
52189	1	1	0	0	0	300
52190	1	0	0	0	1	175
52191	1	0	0	1	1	225
52192	1	1	0	0	0	300
52193	1	0	0	0	1	175
52194	1	0	0	1	1	225
52195	0	0	1	1	0	300
52196	1	0	0	0	1	175
52197	1	0	0	0	1	175
52198	1	1	0	0	0	300
52199	0	1	0	1	2	125
