 IDnum	Cloudy	Sprinkler	Rain	WetGrass
2629	0	0	0	0
2630	0	0	0	0
2631	1	0	1	1
2632	0	1	0	1
2633	0	1	0	1
2634	1	0	1	1
2635	1	0	1	1
2636	1	0	1	0
2637	0	1	0	1
2638	0	1	0	0
2639	0	1	0	1
2640	1	0	0	0
2641	0	0	0	0
2642	0	1	0	1
2643	0	1	1	1
2644	0	1	0	1
2645	0	1	0	1
2646	0	1	0	1
2647	0	1	0	1
2648	1	0	0	0
2649	1	0	1	1
2650	1	0	1	1
2651	1	0	1	1
2652	0	0	0	0
2653	0	0	0	0
2654	0	0	0	0
2655	1	0	1	1
2656	0	1	0	1
2657	1	0	1	1
2658	0	0	1	1
2659	0	1	0	1
2660	0	1	0	1
2661	1	0	1	1
2662	1	0	1	1
2663	0	1	0	1
2664	0	1	0	1
2665	1	0	1	1
2666	1	0	1	1
2667	1	0	1	1
2668	0	0	0	0
2669	1	1	1	1
2670	1	0	0	0
2671	1	0	0	0
2672	0	0	0	0
2673	1	0	1	1
2674	1	0	1	0
2675	0	0	0	0
2676	1	1	1	1
2677	1	0	1	1
2678	0	0	0	0
2679	0	0	0	0
2680	0	1	0	1
2681	0	0	0	0
2682	0	1	0	1
2683	1	0	1	0
2684	1	0	1	1
2685	1	0	1	1
2686	1	0	0	0
2687	1	0	1	1
2688	1	0	1	1
2689	1	0	1	0
2690	1	1	1	1
2691	0	1	0	1
2692	1	0	1	1
2693	1	0	1	1
2694	1	0	1	0
2695	1	0	1	0
2696	0	1	1	1
2697	1	0	1	1
2698	0	1	0	1
2699	1	0	0	0
2700	0	0	0	0
2701	0	0	0	0
2702	0	0	1	1
2703	0	1	0	0
2704	0	1	0	0
2705	1	1	0	1
2706	0	1	0	1
2707	0	0	1	1
2708	0	0	0	0
2709	1	0	1	1
2710	0	1	0	1
2711	1	0	1	1
2712	0	0	0	0
2713	0	1	0	1
2714	1	0	1	1
2715	1	0	1	1
2716	0	1	1	1
2717	0	0	0	0
2718	0	0	0	0
2719	1	0	1	1
2720	1	0	1	1
2721	1	1	0	0
2722	1	0	1	0
2723	1	0	1	1
2724	0	1	0	1
2725	0	1	0	1
2726	0	1	0	1
2727	1	0	1	1
2728	1	0	1	1
2729	0	0	0	0
2730	1	0	0	0
2731	0	0	0	0
2732	0	1	1	1
2733	0	1	1	1
2734	1	0	1	1
2735	1	0	1	1
2736	1	0	0	0
2737	1	0	1	1
2738	0	0	0	0
2739	0	0	0	0
2740	1	0	1	1
2741	0	0	0	0
2742	0	1	0	1
2743	0	1	0	1
2744	1	0	1	1
2745	1	0	1	1
2746	1	0	0	0
2747	1	0	1	1
2748	0	1	0	1
2749	0	0	0	0
2750	0	1	0	1
2751	1	0	1	1
2752	1	0	1	1
2753	1	0	0	0
2754	1	0	1	1
2755	0	0	0	0
2756	1	0	1	1
2757	0	0	1	1
2758	1	1	1	1
2759	1	0	1	0
2760	1	1	1	1
2761	0	0	0	0
2762	0	1	0	1
2763	1	1	0	1
2764	0	1	0	1
2765	1	1	1	1
2766	1	0	1	1
2767	0	0	1	1
2768	1	0	1	1
2769	1	0	1	1
2770	1	0	1	1
2771	1	0	1	0
2772	0	1	0	1
2773	0	1	1	1
2774	1	0	1	1
2775	0	1	0	1
2776	0	1	0	1
2777	0	1	0	1
2778	0	1	0	1
2779	1	0	1	1
2780	0	0	0	0
2781	1	0	1	1
2782	1	0	0	0
2783	1	0	1	1
2784	0	1	1	1
2785	1	1	1	1
2786	0	1	0	1
2787	1	0	1	1
2788	0	0	0	0
2789	0	0	0	0
2790	0	1	1	1
2791	0	1	0	1
2792	0	1	0	1
2793	1	0	1	0
2794	0	0	0	0
2795	0	0	0	0
2796	0	0	1	1
2797	1	0	1	0
2798	0	1	1	1
2799	1	0	1	1
2800	1	0	1	1
2801	0	0	1	1
2802	1	0	1	1
2803	1	0	1	1
2804	0	0	0	0
2805	1	0	1	1
2806	1	0	0	0
2807	1	0	1	0
2808	0	0	0	0
2809	1	0	1	1
2810	1	0	1	1
2811	1	1	1	1
2812	0	1	0	1
2813	1	0	0	0
2814	1	0	0	0
2815	1	0	1	1
2816	0	1	0	1
2817	0	1	0	1
2818	0	0	0	0
2819	1	0	1	1
2820	1	0	1	1
2821	1	0	1	1
2822	0	0	0	0
2823	0	0	0	0
2824	0	1	0	1
2825	0	1	0	1
2826	0	1	0	1
2827	0	1	0	1
2828	1	0	1	1
2829	1	0	1	0
2830	1	0	1	1
2831	1	0	0	0
2832	0	1	0	1
2833	0	0	0	0
2834	1	0	1	1
2835	0	1	0	1
2836	1	0	0	0
2837	1	0	1	1
2838	1	0	1	1
2839	1	0	1	0
2840	0	1	0	1
2841	1	0	1	1
2842	1	0	1	1
2843	1	0	0	0
2844	0	0	0	0
2845	0	1	0	1
2846	0	0	0	0
2847	1	1	1	1
2848	1	0	1	1
2849	1	0	1	1
2850	1	0	1	0
2851	0	0	1	1
2852	1	0	1	1
2853	1	0	1	1
2854	0	0	1	1
2855	0	1	0	1
2856	1	0	1	1
2857	0	0	1	1
2858	1	0	1	1
2859	0	0	0	0
2860	0	0	0	0
2861	1	0	1	0
2862	1	0	1	1
2863	1	0	1	1
2864	0	1	0	1
2865	1	0	1	1
2866	1	0	1	0
2867	1	0	1	1
2868	1	0	1	1
2869	0	0	0	0
2870	1	0	1	1
2871	1	0	1	1
2872	1	0	1	0
2873	1	0	1	1
2874	1	0	1	1
2875	0	1	1	1
2876	1	0	0	0
2877	1	0	1	1
2878	1	0	0	0
2879	1	0	1	1
2880	1	0	1	0
2881	0	0	0	0
2882	1	0	1	1
2883	0	1	0	1
2884	0	1	0	1
2885	0	0	0	0
2886	0	0	0	0
2887	1	0	1	1
2888	1	0	1	1
2889	0	1	1	1
2890	1	0	1	1
2891	1	0	1	1
2892	1	0	1	1
2893	1	0	1	1
2894	0	0	1	1
2895	1	0	1	1
2896	0	0	0	0
2897	0	0	0	0
2898	0	0	0	0
2899	0	1	0	1
2900	0	1	0	1
2901	1	1	1	1
2902	1	0	1	1
2903	0	0	0	0
2904	1	0	1	1
2905	0	1	1	1
2906	1	0	1	0
2907	0	1	0	1
2908	1	0	1	1
2909	0	0	0	0
2910	0	0	0	0
2911	1	0	1	1
2912	0	1	0	1
2913	0	0	0	0
2914	0	1	0	0
2915	0	0	1	1
2916	1	0	1	1
2917	1	1	1	1
2918	0	0	0	0
2919	1	0	1	0
2920	1	0	1	1
2921	0	0	0	0
2922	0	1	0	1
2923	1	0	1	0
2924	1	0	0	0
2925	0	1	0	1
2926	0	0	0	0
2927	1	0	1	0
2928	1	0	1	0
2929	0	1	0	1
2930	1	0	1	1
2931	1	0	1	1
2932	1	0	1	1
2933	0	1	0	0
2934	1	0	1	1
2935	1	0	1	1
2936	0	0	0	0
2937	1	0	1	1
2938	0	1	1	1
2939	0	0	0	0
2940	0	1	1	1
2941	1	0	1	1
2942	1	0	1	1
2943	0	1	0	1
2944	1	0	0	0
2945	0	1	0	0
2946	0	1	0	1
2947	1	0	1	1
2948	1	0	1	1
2949	1	0	1	1
2950	1	0	0	0
2951	1	0	0	0
2952	0	1	0	1
2953	1	1	1	1
2954	0	1	0	1
2955	0	0	0	0
2956	0	0	0	0
2957	1	0	1	1
2958	1	0	1	1
2959	0	0	0	0
2960	0	0	0	0
2961	1	0	1	1
2962	1	0	0	0
2963	1	0	1	1
2964	1	0	1	1
2965	0	1	0	1
2966	1	0	0	0
2967	0	0	0	0
2968	0	0	0	0
2969	1	0	1	1
2970	0	1	0	1
2971	0	1	0	1
2972	1	0	1	1
2973	1	0	1	1
2974	1	0	1	1
2975	1	0	1	1
2976	0	0	0	0
2977	1	0	1	0
2978	1	0	1	1
2979	0	1	1	1
2980	0	1	1	1
2981	1	1	1	1
2982	1	0	0	0
2983	1	1	1	1
2984	1	0	1	0
2985	0	1	0	1
2986	1	0	1	1
2987	0	0	1	1
2988	0	0	0	0
2989	0	1	0	1
2990	0	0	0	0
2991	1	0	1	1
2992	0	1	0	1
2993	0	0	0	0
2994	1	1	1	1
2995	1	0	1	1
2996	1	0	0	0
2997	1	0	0	0
2998	0	0	1	1
2999	0	0	0	0
3000	0	1	0	1
3001	0	1	0	1
3002	0	0	0	0
3003	0	0	1	1
3004	1	1	0	1
3005	1	0	1	1
3006	0	1	0	1
3007	1	0	1	1
3008	1	0	0	0
3009	1	0	1	1
3010	1	0	0	0
3011	0	0	1	1
3012	1	1	1	1
3013	1	0	1	1
3014	1	1	1	1
3015	1	0	1	1
3016	1	0	0	0
3017	1	0	1	1
3018	0	1	0	0
3019	1	0	1	1
3020	1	0	1	1
3021	1	1	1	1
3022	1	0	1	1
3023	0	1	0	1
3024	0	0	0	0
3025	0	1	1	1
3026	1	0	0	0
3027	0	0	0	0
3028	0	1	0	1
3029	1	0	1	0
3030	1	0	0	0
3031	0	0	0	0
3032	1	1	0	1
3033	1	1	1	1
3034	1	0	1	1
3035	1	0	1	0
3036	1	0	0	0
3037	0	1	0	0
3038	0	0	0	0
3039	0	1	0	1
3040	1	0	1	1
3041	0	0	0	0
3042	0	0	0	0
3043	0	0	0	0
3044	0	0	1	1
3045	1	0	0	0
3046	1	0	1	1
3047	0	0	0	0
3048	1	0	1	1
3049	0	0	0	0
3050	1	0	1	1
3051	0	1	1	1
3052	0	0	0	0
3053	1	0	1	0
3054	1	0	1	1
3055	1	1	0	1
3056	0	0	0	0
3057	0	0	1	1
3058	1	0	1	1
3059	0	0	0	0
3060	1	0	1	1
3061	1	0	1	1
3062	1	0	1	1
3063	0	1	0	1
3064	0	1	1	1
3065	1	0	1	1
3066	1	0	0	0
3067	0	1	0	1
3068	1	0	0	0
3069	0	1	0	0
3070	1	1	1	1
3071	1	0	1	1
3072	0	0	1	1
3073	1	0	1	1
3074	0	1	0	1
3075	1	0	1	1
3076	1	1	0	1
3077	1	0	1	1
3078	0	1	0	1
3079	1	0	1	1
3080	1	1	1	1
3081	0	0	0	0
3082	0	1	0	1
3083	0	0	0	0
3084	0	1	0	1
3085	0	1	0	1
3086	1	0	1	0
3087	1	0	1	1
3088	0	1	0	1
3089	0	1	0	1
3090	1	0	1	1
3091	1	0	1	1
3092	1	0	0	0
3093	1	0	1	1
3094	0	1	0	1
3095	1	0	0	0
3096	1	0	0	0
3097	0	0	0	0
3098	1	1	1	1
3099	0	0	0	0
3100	0	0	1	1
3101	1	0	1	1
3102	0	1	0	1
3103	0	1	1	1
3104	1	0	0	0
3105	1	0	1	1
3106	1	1	0	1
3107	0	1	0	1
3108	1	0	1	1
3109	0	1	0	1
3110	0	1	0	1
3111	0	0	0	0
3112	1	0	1	1
3113	1	0	1	1
3114	0	1	0	0
3115	1	0	1	1
3116	0	1	0	1
3117	1	0	1	1
3118	0	0	1	1
3119	1	0	1	0
3120	1	0	1	1
3121	1	0	1	1
3122	0	1	0	1
3123	1	1	1	1
3124	0	0	0	0
3125	0	0	0	0
3126	1	0	1	1
3127	0	0	0	0
3128	0	1	0	1
3129	1	0	1	1
3130	0	0	0	0
3131	1	0	1	0
3132	1	0	1	1
3133	0	1	0	1
3134	1	0	1	1
3135	0	1	0	1
3136	1	0	1	1
3137	1	0	0	0
3138	1	0	1	0
3139	0	0	1	1
3140	0	1	1	1
3141	0	1	0	1
3142	1	0	1	1
3143	1	0	1	1
3144	0	0	0	0
3145	1	0	0	0
3146	0	0	0	0
3147	0	1	1	1
3148	0	0	0	0
3149	0	1	0	1
3150	0	0	0	0
3151	0	1	1	1
3152	0	1	0	1
3153	0	1	0	1
3154	0	0	0	0
3155	0	0	0	0
3156	1	0	1	1
3157	1	0	1	1
3158	0	0	1	1
3159	0	1	0	1
3160	1	1	1	1
3161	1	1	1	1
3162	1	0	1	1
3163	1	0	1	1
3164	1	0	1	1
3165	0	0	0	0
3166	0	1	0	1
3167	0	0	0	0
3168	0	1	0	1
3169	1	0	1	1
3170	0	0	0	0
3171	0	1	1	1
3172	0	1	0	1
3173	1	0	0	0
3174	1	0	0	0
3175	0	1	0	1
3176	1	0	1	1
3177	0	0	0	0
3178	0	0	0	0
3179	1	0	1	0
3180	1	0	1	1
3181	1	1	1	1
3182	0	1	0	1
3183	0	1	0	1
3184	1	0	1	1
3185	1	0	1	1
3186	1	0	1	0
3187	0	1	0	1
3188	1	0	1	1
3189	1	0	0	0
3190	1	0	1	1
3191	0	0	1	1
3192	0	1	0	1
3193	1	1	1	1
3194	0	0	0	0
3195	1	0	1	1
3196	0	1	0	1
3197	1	1	1	1
3198	1	0	1	1
3199	1	0	1	1
3200	0	0	1	1
3201	0	1	0	1
3202	1	0	1	0
3203	0	1	1	1
3204	0	1	1	1
3205	0	1	0	1
3206	0	1	0	1
3207	1	0	1	1
3208	1	0	0	0
3209	0	1	0	1
3210	0	1	0	1
3211	0	1	1	1
3212	0	1	0	1
3213	0	0	0	0
3214	1	0	1	1
3215	1	0	0	0
3216	1	0	0	0
3217	1	0	1	1
3218	1	0	0	0
3219	0	0	0	0
3220	1	0	0	0
3221	1	0	1	1
3222	0	1	1	1
3223	0	0	1	1
3224	0	0	0	0
3225	1	0	1	1
3226	0	1	1	1
3227	1	0	1	0
3228	0	0	0	0
3229	0	0	0	0
3230	0	1	0	1
3231	1	0	1	1
3232	0	1	0	1
3233	0	0	1	1
3234	1	0	1	1
3235	1	0	1	1
3236	0	0	1	1
3237	0	1	1	1
3238	1	0	0	0
3239	0	0	0	0
3240	1	0	1	1
3241	1	0	0	0
3242	1	0	1	1
3243	1	0	1	1
3244	1	0	0	0
3245	0	0	0	0
3246	0	0	0	0
3247	1	1	1	1
3248	0	1	0	0
3249	1	0	1	1
3250	0	0	0	0
3251	0	1	0	1
3252	1	0	1	0
3253	1	0	0	0
3254	0	0	0	0
3255	1	0	1	1
3256	0	1	0	1
3257	0	1	0	1
3258	1	0	1	1
3259	1	0	1	1
3260	0	0	0	0
3261	1	0	1	1
3262	0	0	0	0
3263	0	0	0	0
3264	0	1	0	0
3265	1	0	1	0
3266	0	0	1	1
3267	0	1	0	1
3268	0	0	0	0
3269	0	1	0	1
3270	0	1	0	1
3271	0	0	0	0
3272	0	0	1	1
3273	0	1	1	1
3274	1	0	1	1
3275	0	0	1	1
3276	0	1	0	1
3277	0	1	1	1
3278	0	0	1	1
3279	1	0	1	1
3280	1	0	1	1
3281	0	0	0	0
3282	1	0	1	1
3283	1	0	1	1
3284	0	0	0	0
3285	0	1	0	1
3286	1	0	1	1
3287	0	0	0	0
3288	0	0	0	0
3289	0	0	0	0
3290	1	0	1	0
3291	1	0	1	1
3292	0	1	0	1
3293	1	0	1	1
3294	0	1	0	1
3295	0	0	0	0
3296	0	1	0	1
3297	0	1	0	1
3298	0	0	0	0
3299	1	0	1	1
3300	1	0	1	1
3301	0	1	0	1
3302	1	0	1	1
3303	0	1	1	1
3304	1	0	1	1
3305	1	0	1	1
3306	1	0	1	1
3307	0	0	0	0
3308	0	1	0	1
3309	1	0	1	1
3310	1	0	1	1
3311	1	0	1	1
3312	1	0	1	1
3313	0	1	0	1
3314	1	0	1	1
3315	0	1	0	1
3316	0	1	0	1
3317	1	0	1	1
3318	0	1	1	1
3319	0	0	0	0
3320	1	0	0	0
3321	0	1	0	1
3322	0	0	0	0
3323	0	0	1	0
3324	1	0	1	1
3325	0	1	0	1
3326	0	0	1	1
3327	1	0	1	1
3328	1	0	1	1
3329	0	1	0	1
3330	1	0	0	0
3331	1	0	1	1
3332	0	1	0	1
3333	0	1	0	1
3334	1	0	1	1
3335	0	0	0	0
3336	0	1	0	1
3337	1	0	1	1
3338	1	0	1	1
3339	0	1	0	0
3340	0	0	0	0
3341	0	1	0	0
3342	0	0	0	0
3343	1	0	0	0
3344	1	1	1	1
3345	0	1	0	0
3346	1	0	0	0
3347	0	1	0	1
3348	0	0	0	0
3349	0	0	0	0
3350	0	0	0	0
3351	1	0	1	1
3352	1	0	0	0
3353	1	0	0	0
3354	1	0	1	1
3355	0	0	1	1
3356	1	0	1	1
3357	0	0	0	0
3358	1	1	1	1
3359	1	0	0	0
3360	0	1	0	0
3361	1	0	1	1
3362	1	0	1	0
3363	0	0	0	0
3364	0	1	0	1
3365	0	0	0	0
3366	0	1	0	1
3367	1	0	1	1
3368	0	1	0	1
3369	0	0	0	0
3370	0	1	0	1
3371	0	0	0	0
3372	1	0	1	1
3373	1	0	1	0
3374	1	0	1	1
3375	1	0	1	1
3376	1	0	1	1
3377	1	1	1	1
3378	1	0	1	1
3379	1	0	1	1
3380	0	1	0	1
3381	1	0	1	1
3382	1	1	1	1
3383	1	0	1	1
3384	0	1	0	1
3385	1	0	1	1
3386	0	0	1	1
3387	0	0	1	1
3388	0	1	0	0
3389	1	0	1	1
3390	0	0	0	0
3391	1	0	0	0
3392	0	1	0	0
3393	1	0	1	1
3394	0	0	1	1
3395	1	0	1	1
3396	1	0	1	1
3397	0	1	0	0
3398	1	0	1	1
3399	0	1	0	1
3400	0	0	0	0
3401	1	0	1	1
3402	1	0	1	1
3403	1	0	1	1
3404	0	1	0	1
3405	0	0	1	1
3406	1	0	1	1
3407	0	0	0	0
3408	1	0	1	1
3409	1	1	1	1
3410	1	0	1	1
3411	1	0	1	1
3412	1	0	1	1
3413	0	1	0	1
3414	1	0	1	1
3415	0	1	1	1
3416	1	0	0	0
3417	0	1	0	1
3418	0	0	1	1
3419	0	0	0	0
3420	0	0	0	0
3421	0	1	0	0
3422	1	1	1	1
3423	0	1	1	1
3424	1	0	1	1
3425	1	0	1	1
3426	1	0	1	1
3427	0	1	1	1
3428	0	0	0	0
3429	0	0	1	1
3430	1	0	1	1
3431	0	1	1	1
3432	1	0	1	1
3433	0	0	0	0
3434	1	0	1	1
3435	0	1	0	1
3436	0	0	1	0
3437	0	0	0	0
3438	1	0	1	1
3439	0	1	0	1
3440	1	0	1	1
3441	0	0	0	0
3442	0	1	0	1
3443	1	0	1	1
3444	1	0	1	1
3445	1	0	1	1
3446	0	1	0	1
3447	0	0	0	0
3448	0	0	0	0
3449	1	0	1	1
3450	1	0	1	1
3451	0	0	0	0
3452	1	0	1	0
3453	0	1	0	1
3454	1	0	1	1
3455	0	0	0	0
3456	0	0	0	0
3457	1	0	1	0
3458	0	1	0	1
3459	1	0	0	0
3460	0	0	0	0
3461	0	1	0	1
3462	0	0	0	0
3463	1	0	1	1
3464	1	0	0	0
3465	0	1	0	1
3466	1	0	1	1
3467	0	0	1	1
3468	0	1	0	1
3469	1	0	1	1
3470	0	1	0	1
3471	1	0	1	1
3472	1	0	0	0
3473	0	0	0	0
3474	1	0	1	1
3475	0	1	0	1
3476	1	1	1	1
3477	0	1	0	1
3478	1	0	1	1
3479	1	0	0	0
3480	0	0	0	0
3481	1	0	1	1
3482	0	1	0	0
3483	1	0	1	1
3484	1	0	1	1
3485	1	0	1	1
3486	0	1	0	1
3487	1	0	1	1
3488	1	1	1	1
3489	0	0	0	0
3490	0	1	0	1
3491	0	0	0	0
3492	1	0	1	1
3493	1	0	1	1
3494	1	0	0	0
3495	0	1	0	1
3496	0	1	0	1
3497	1	0	1	1
3498	0	0	0	0
3499	0	1	0	1
3500	0	0	0	0
3501	0	0	0	0
3502	0	1	0	0
3503	0	0	0	0
3504	0	0	0	0
3505	1	0	1	1
3506	0	0	1	1
3507	0	1	0	1
3508	1	0	1	1
3509	0	0	0	0
3510	0	1	0	1
3511	1	0	1	1
3512	0	1	1	1
3513	1	0	1	1
3514	0	0	0	0
3515	0	1	0	1
3516	1	0	1	1
3517	0	1	0	1
3518	0	0	0	0
3519	1	1	1	1
3520	1	1	1	1
3521	0	1	0	1
3522	0	0	0	0
3523	0	1	0	1
3524	1	0	1	1
3525	1	0	1	1
3526	1	0	0	0
3527	1	0	0	0
3528	1	0	1	0
3529	0	1	1	1
3530	0	1	1	1
3531	0	0	0	0
3532	0	1	0	1
3533	0	0	0	0
3534	1	0	1	1
3535	1	0	0	0
3536	1	0	1	1
3537	0	0	0	0
3538	1	1	1	1
3539	1	1	1	1
3540	0	0	0	0
3541	0	0	0	0
3542	0	0	0	0
3543	0	1	0	1
3544	1	0	1	1
3545	1	0	1	1
3546	1	1	1	1
3547	1	0	1	1
3548	1	0	0	0
3549	0	1	0	1
3550	1	0	1	1
3551	0	1	0	1
3552	0	1	0	1
3553	1	0	1	1
3554	1	0	1	1
3555	1	0	1	1
3556	1	0	0	0
3557	1	0	1	1
3558	1	0	0	0
3559	1	0	0	0
3560	0	0	0	0
3561	0	0	1	1
3562	0	0	0	0
3563	1	0	1	1
3564	1	0	0	0
3565	0	1	1	1
3566	0	1	0	1
3567	1	0	1	1
3568	0	1	1	1
3569	1	0	1	1
3570	1	0	1	0
3571	1	0	0	0
3572	1	0	1	1
3573	0	1	0	1
3574	1	0	1	1
3575	0	1	0	1
3576	0	1	0	1
3577	0	0	1	1
3578	0	1	1	1
3579	1	0	0	0
3580	1	0	1	1
3581	0	0	0	0
3582	1	0	0	0
3583	0	1	0	1
3584	1	0	1	1
3585	1	0	1	1
3586	0	0	0	0
3587	1	0	1	1
3588	0	1	0	1
3589	1	1	1	1
3590	0	0	0	0
3591	1	0	1	1
3592	1	1	1	1
3593	0	1	0	1
3594	1	0	1	1
3595	1	0	1	1
3596	1	1	1	1
3597	0	1	0	1
3598	0	1	0	0
3599	0	0	0	0
3600	0	0	1	1
3601	0	1	0	1
3602	0	0	0	0
3603	1	0	1	1
3604	0	0	0	0
3605	0	0	0	0
3606	1	0	1	1
3607	1	0	1	1
3608	1	0	1	1
3609	1	0	0	0
3610	0	0	0	0
3611	1	0	1	1
3612	0	0	0	0
3613	0	1	0	1
3614	0	0	0	0
3615	1	0	1	1
3616	1	1	1	1
3617	1	0	1	1
3618	1	0	1	1
3619	0	0	0	0
3620	0	0	0	0
3621	0	0	0	0
3622	0	1	1	1
3623	0	0	0	0
3624	1	0	1	1
3625	0	1	0	1
3626	1	0	1	1
3627	0	0	0	0
3628	0	0	0	0
3629	0	1	0	1
3630	0	0	1	0
3631	1	0	1	1
3632	0	0	0	0
3633	1	0	0	0
3634	1	1	0	1
3635	1	0	1	1
3636	1	0	1	1
3637	1	0	1	0
3638	0	0	0	0
3639	1	0	1	1
3640	1	0	1	1
3641	1	0	0	0
3642	0	0	0	0
3643	1	0	0	0
3644	0	0	0	0
3645	0	1	0	1
3646	0	0	0	0
3647	0	1	0	1
3648	0	0	0	0
3649	1	0	1	1
3650	0	0	0	0
3651	1	0	1	1
3652	0	0	1	1
3653	1	0	1	1
3654	1	0	1	1
3655	0	1	0	0
3656	1	0	1	1
3657	0	0	0	0
3658	0	0	0	0
3659	1	0	1	1
3660	0	0	0	0
3661	0	1	0	1
3662	0	0	0	0
3663	1	0	1	1
3664	0	0	1	1
3665	1	0	1	1
3666	0	1	1	1
3667	1	0	1	1
3668	0	0	1	0
3669	0	0	0	0
3670	1	0	1	1
3671	1	0	1	1
3672	1	0	1	1
3673	1	1	0	1
3674	0	0	0	0
3675	0	0	0	0
3676	1	1	0	1
3677	0	0	0	0
3678	1	0	1	1
3679	0	1	0	1
3680	1	1	1	1
3681	1	0	1	1
3682	0	1	0	1
3683	1	1	1	1
3684	0	0	0	0
3685	1	0	1	1
3686	0	1	0	0
3687	0	0	0	0
3688	1	0	1	1
3689	0	0	1	1
3690	1	0	1	1
3691	0	1	1	1
3692	0	1	1	1
3693	0	1	0	1
3694	1	1	1	1
3695	0	1	1	1
3696	1	0	1	1
3697	0	1	1	1
3698	0	0	0	0
3699	0	1	1	1
3700	1	0	0	0
3701	1	0	1	1
3702	0	1	1	1
3703	1	0	1	1
3704	1	0	1	1
3705	1	0	0	0
3706	0	1	0	1
3707	0	1	0	1
3708	0	1	0	1
3709	0	1	0	1
3710	1	0	0	0
3711	1	0	1	1
3712	0	1	0	1
3713	1	1	1	1
3714	1	0	1	1
3715	1	0	0	0
3716	1	0	1	1
3717	0	0	0	0
3718	1	0	1	0
3719	1	0	1	1
3720	0	1	0	1
3721	0	1	1	1
3722	0	0	0	0
3723	0	1	0	1
3724	0	0	0	0
3725	0	0	0	0
3726	1	0	1	1
3727	1	1	1	1
3728	1	0	1	1
3729	0	0	0	0
3730	0	0	0	0
3731	0	1	0	1
3732	0	1	0	1
3733	1	0	1	1
3734	0	0	1	1
3735	1	0	1	1
3736	0	1	0	0
3737	0	0	0	0
3738	0	1	0	1
3739	0	0	0	0
3740	1	1	1	1
3741	1	0	1	1
3742	1	0	0	0
3743	0	1	1	1
3744	0	1	0	1
3745	1	0	1	0
3746	0	0	0	0
3747	0	1	0	1
3748	1	0	1	1
3749	0	0	1	1
3750	1	0	0	0
3751	1	0	1	1
3752	1	0	1	0
3753	0	0	1	1
3754	0	0	1	0
3755	1	0	1	1
3756	0	1	0	1
3757	0	0	1	1
3758	1	0	1	1
3759	0	1	0	1
3760	0	0	0	0
3761	0	1	0	1
3762	1	0	1	1
3763	1	0	0	0
3764	0	0	0	0
3765	0	1	0	1
3766	1	0	1	1
3767	1	0	1	1
3768	0	1	0	1
3769	1	0	1	1
3770	1	0	0	0
3771	0	0	1	1
3772	0	1	0	1
3773	1	0	1	1
3774	1	1	0	1
3775	1	0	1	1
3776	1	0	0	0
3777	1	0	1	1
3778	1	0	1	1
3779	1	0	1	1
3780	1	0	1	1
3781	0	1	0	0
3782	0	1	0	1
3783	1	0	1	1
3784	0	1	0	1
3785	1	0	1	1
3786	0	0	1	0
3787	1	0	1	1
3788	1	0	1	1
3789	1	0	1	1
3790	1	0	1	1
3791	1	0	1	1
3792	1	0	1	1
3793	0	0	1	1
3794	0	1	1	1
3795	0	1	0	1
3796	0	0	1	1
3797	0	1	0	1
3798	1	1	0	1
3799	1	0	1	1
3800	0	0	0	0
3801	1	0	1	0
3802	0	1	0	1
3803	0	0	1	0
3804	0	0	0	0
3805	0	0	0	0
3806	0	1	0	1
3807	1	0	1	1
3808	0	0	0	0
3809	0	1	0	1
3810	0	1	0	1
3811	0	0	0	0
3812	0	0	1	1
3813	0	0	0	0
3814	0	0	0	0
3815	1	0	1	0
3816	0	1	1	1
3817	1	0	0	0
3818	1	0	1	1
3819	0	0	0	0
3820	1	0	1	1
3821	0	1	1	1
3822	0	1	0	1
3823	1	0	1	0
3824	1	0	1	1
3825	0	1	0	1
3826	1	0	1	1
3827	0	1	0	1
3828	1	0	1	1
3829	0	0	0	0
3830	0	1	1	1
3831	0	1	1	1
3832	0	1	0	0
3833	0	1	0	1
3834	0	1	1	1
3835	1	0	1	1
3836	0	0	0	0
3837	1	0	0	0
3838	1	0	1	1
3839	0	0	0	0
3840	0	0	1	1
3841	1	0	0	0
3842	0	1	0	1
3843	1	1	1	1
3844	1	0	1	1
3845	0	1	1	1
3846	1	0	1	1
3847	0	0	0	0
3848	0	0	0	0
3849	1	0	1	1
3850	1	1	1	1
3851	0	0	0	0
3852	1	0	0	0
3853	1	0	0	0
3854	1	0	0	0
3855	0	0	0	0
3856	1	0	1	1
3857	1	0	0	0
3858	1	0	1	0
3859	1	0	1	1
3860	0	1	0	1
3861	0	0	0	0
3862	1	1	1	1
3863	0	0	1	1
3864	1	0	1	1
3865	0	0	0	0
3866	1	0	0	0
3867	0	1	0	1
3868	1	0	1	1
3869	1	0	1	1
3870	0	1	0	1
3871	0	0	0	0
3872	0	1	1	1
3873	0	0	1	1
3874	1	0	1	1
3875	0	0	0	0
3876	0	0	0	0
3877	1	0	1	1
3878	0	1	0	1
3879	1	0	1	1
3880	0	0	0	0
3881	0	0	0	0
3882	0	0	1	0
3883	1	0	1	1
3884	0	1	0	0
3885	1	0	1	1
3886	0	0	0	0
3887	0	1	0	1
3888	1	0	1	1
3889	0	0	0	0
3890	0	1	0	0
3891	1	0	1	1
3892	1	0	1	1
3893	0	1	0	1
3894	0	0	0	0
3895	0	0	0	0
3896	0	1	1	1
3897	0	1	0	1
3898	0	0	0	0
