ids	Export_Decision	Economical_State	Profit
38746	0	0	2726000
38747	1	0	2357000
38748	2	0	210000
38749	0	1	-711000
38750	0	2	1870000
38751	1	2	1694500
38752	0	0	2726000
38753	0	2	1870000
38754	1	2	1694500
38755	0	0	2726000
38756	0	0	2726000
38757	1	0	2357000
38758	0	0	2726000
38759	2	2	1425000
38760	2	1	766000
38761	0	2	1870000
38762	2	0	210000
38763	0	0	2726000
38764	1	0	2357000
38765	2	1	766000
38766	1	1	900500
38767	1	0	2357000
38768	0	0	2726000
38769	1	1	900500
38770	1	0	2357000
38771	0	1	-711000
38772	1	2	1694500
38773	0	0	2726000
38774	1	0	2357000
38775	2	2	1425000
38776	1	0	2357000
38777	2	1	766000
38778	2	1	766000
38779	0	2	1870000
38780	2	2	1425000
38781	2	2	1425000
38782	2	2	1425000
38783	0	1	-711000
38784	1	0	2357000
38785	0	1	-711000
38786	2	0	210000
38787	2	0	210000
38788	2	1	766000
38789	2	2	1425000
38790	1	2	1694500
38791	0	0	2726000
38792	2	0	210000
38793	2	1	766000
38794	1	2	1694500
38795	0	2	1870000
38796	1	0	2357000
38797	0	0	2726000
38798	1	2	1694500
38799	1	0	2357000
38800	2	0	210000
38801	2	0	210000
38802	0	1	-711000
38803	1	2	1694500
38804	1	2	1694500
38805	2	1	766000
38806	1	0	2357000
38807	2	1	766000
38808	2	2	1425000
38809	1	2	1694500
38810	2	2	1425000
38811	0	2	1870000
38812	1	2	1694500
38813	2	1	766000
38814	0	1	-711000
38815	2	2	1425000
38816	2	0	210000
38817	1	2	1694500
38818	2	1	766000
38819	0	1	-711000
38820	0	0	2726000
38821	0	0	2726000
38822	1	2	1694500
38823	1	2	1694500
38824	0	0	2726000
38825	1	1	900500
38826	1	2	1694500
38827	0	2	1870000
38828	2	0	210000
38829	0	0	2726000
38830	2	2	1425000
38831	2	2	1425000
38832	1	1	900500
38833	1	2	1694500
38834	1	2	1694500
38835	2	0	210000
38836	0	1	-711000
38837	0	0	2726000
38838	1	0	2357000
38839	2	1	766000
38840	1	1	900500
38841	1	0	2357000
38842	2	0	210000
38843	2	1	766000
38844	0	2	1870000
38845	2	2	1425000
38846	0	0	2726000
38847	0	0	2726000
38848	0	1	-711000
38849	0	2	1870000
38850	1	0	2357000
38851	1	0	2357000
38852	2	2	1425000
38853	1	2	1694500
38854	0	1	-711000
38855	1	0	2357000
38856	2	1	766000
38857	1	1	900500
38858	2	2	1425000
38859	1	0	2357000
38860	2	2	1425000
38861	0	2	1870000
38862	0	1	-711000
38863	1	0	2357000
38864	0	0	2726000
38865	1	2	1694500
38866	0	2	1870000
38867	2	2	1425000
38868	2	0	210000
38869	0	2	1870000
38870	2	2	1425000
38871	0	0	2726000
38872	0	2	1870000
38873	2	2	1425000
38874	0	1	-711000
38875	0	0	2726000
38876	2	1	766000
38877	1	1	900500
38878	1	0	2357000
38879	0	2	1870000
38880	1	1	900500
38881	1	2	1694500
38882	1	0	2357000
38883	1	0	2357000
38884	0	0	2726000
38885	2	0	210000
38886	0	1	-711000
38887	0	1	-711000
38888	1	1	900500
38889	1	1	900500
38890	1	1	900500
38891	2	1	766000
38892	0	2	1870000
38893	0	2	1870000
38894	0	1	-711000
38895	2	0	210000
38896	2	0	210000
38897	2	0	210000
38898	0	1	-711000
38899	0	1	-711000
38900	2	1	766000
38901	1	0	2357000
38902	2	1	766000
38903	0	0	2726000
38904	1	2	1694500
38905	1	1	900500
38906	0	0	2726000
38907	1	1	900500
38908	0	0	2726000
38909	2	2	1425000
38910	0	2	1870000
38911	1	2	1694500
38912	0	0	2726000
38913	0	2	1870000
38914	1	0	2357000
38915	2	1	766000
38916	2	2	1425000
38917	0	0	2726000
38918	1	1	900500
38919	0	1	-711000
38920	0	0	2726000
38921	1	2	1694500
38922	2	0	210000
38923	0	1	-711000
38924	1	0	2357000
38925	0	2	1870000
38926	1	0	2357000
38927	0	1	-711000
38928	0	1	-711000
38929	0	1	-711000
38930	0	0	2726000
38931	0	2	1870000
38932	2	1	766000
38933	1	1	900500
38934	2	0	210000
38935	0	2	1870000
38936	0	1	-711000
38937	0	0	2726000
38938	0	0	2726000
38939	1	2	1694500
38940	2	0	210000
38941	2	2	1425000
38942	2	0	210000
38943	0	0	2726000
38944	2	2	1425000
38945	0	2	1870000
38946	0	2	1870000
38947	1	2	1694500
38948	1	1	900500
38949	0	1	-711000
38950	2	0	210000
38951	2	0	210000
38952	0	1	-711000
38953	1	1	900500
38954	0	0	2726000
38955	0	2	1870000
38956	2	0	210000
38957	2	1	766000
38958	1	1	900500
38959	2	2	1425000
38960	2	1	766000
38961	0	2	1870000
38962	2	2	1425000
38963	0	2	1870000
38964	0	1	-711000
38965	0	0	2726000
38966	1	2	1694500
38967	0	2	1870000
38968	1	2	1694500
38969	1	2	1694500
38970	0	0	2726000
38971	2	1	766000
38972	1	0	2357000
38973	2	0	210000
38974	2	0	210000
38975	0	1	-711000
38976	0	0	2726000
38977	2	0	210000
38978	1	0	2357000
38979	0	2	1870000
38980	2	1	766000
38981	2	0	210000
38982	2	1	766000
38983	0	1	-711000
38984	1	1	900500
38985	2	0	210000
38986	2	1	766000
38987	0	1	-711000
38988	2	1	766000
38989	0	1	-711000
38990	0	1	-711000
38991	2	1	766000
38992	2	1	766000
38993	1	0	2357000
38994	0	0	2726000
38995	1	0	2357000
38996	1	0	2357000
38997	0	1	-711000
38998	0	0	2726000
38999	2	1	766000
39000	2	1	766000
39001	0	0	2726000
39002	0	2	1870000
39003	0	2	1870000
39004	0	0	2726000
39005	0	1	-711000
39006	2	0	210000
39007	1	2	1694500
39008	0	2	1870000
39009	0	1	-711000
39010	0	0	2726000
39011	0	1	-711000
39012	1	0	2357000
39013	1	0	2357000
39014	1	0	2357000
39015	1	0	2357000
39016	0	1	-711000
39017	1	2	1694500
39018	2	0	210000
39019	2	2	1425000
39020	0	0	2726000
39021	0	0	2726000
39022	2	2	1425000
39023	2	2	1425000
39024	2	1	766000
39025	2	0	210000
39026	0	2	1870000
39027	2	0	210000
39028	2	2	1425000
39029	2	1	766000
39030	0	1	-711000
39031	0	2	1870000
39032	2	0	210000
39033	2	0	210000
39034	2	2	1425000
39035	1	2	1694500
39036	1	1	900500
39037	2	1	766000
39038	0	1	-711000
39039	2	2	1425000
39040	2	1	766000
39041	0	0	2726000
39042	0	0	2726000
39043	0	1	-711000
39044	0	0	2726000
39045	2	0	210000
39046	1	0	2357000
39047	0	2	1870000
39048	2	1	766000
39049	1	0	2357000
39050	1	1	900500
39051	0	2	1870000
39052	1	0	2357000
39053	0	1	-711000
39054	0	1	-711000
39055	2	0	210000
39056	2	1	766000
39057	1	0	2357000
39058	2	0	210000
39059	2	1	766000
39060	2	2	1425000
39061	1	0	2357000
39062	2	0	210000
39063	0	2	1870000
39064	1	2	1694500
39065	1	2	1694500
39066	2	1	766000
39067	1	1	900500
39068	2	0	210000
39069	2	0	210000
39070	0	2	1870000
39071	0	0	2726000
39072	0	0	2726000
39073	2	0	210000
39074	1	1	900500
39075	2	1	766000
39076	1	2	1694500
39077	2	2	1425000
39078	0	0	2726000
39079	0	0	2726000
39080	0	2	1870000
39081	1	1	900500
39082	1	0	2357000
39083	2	1	766000
39084	2	0	210000
39085	0	0	2726000
39086	0	2	1870000
39087	0	0	2726000
39088	1	1	900500
39089	0	0	2726000
39090	0	0	2726000
39091	1	0	2357000
39092	1	1	900500
39093	0	0	2726000
39094	0	1	-711000
39095	2	0	210000
39096	0	0	2726000
39097	2	0	210000
39098	2	2	1425000
39099	0	2	1870000
39100	2	0	210000
39101	0	1	-711000
39102	2	0	210000
39103	1	2	1694500
39104	2	0	210000
39105	0	2	1870000
39106	1	2	1694500
39107	0	0	2726000
39108	1	0	2357000
39109	1	0	2357000
39110	0	2	1870000
39111	1	2	1694500
39112	0	2	1870000
39113	2	1	766000
39114	1	1	900500
39115	2	2	1425000
39116	2	2	1425000
39117	2	0	210000
39118	0	0	2726000
39119	0	0	2726000
39120	2	2	1425000
39121	2	0	210000
39122	1	0	2357000
39123	2	2	1425000
39124	2	1	766000
39125	2	1	766000
39126	1	2	1694500
39127	0	0	2726000
39128	2	1	766000
39129	0	0	2726000
39130	0	0	2726000
39131	2	0	210000
39132	1	1	900500
39133	0	0	2726000
39134	1	1	900500
39135	1	2	1694500
39136	0	1	-711000
39137	1	2	1694500
39138	2	1	766000
39139	1	0	2357000
39140	2	1	766000
39141	0	0	2726000
39142	1	0	2357000
39143	0	0	2726000
39144	2	2	1425000
39145	2	0	210000
39146	1	2	1694500
39147	2	0	210000
39148	0	2	1870000
39149	0	0	2726000
39150	1	0	2357000
39151	2	2	1425000
39152	2	0	210000
39153	1	2	1694500
39154	1	2	1694500
39155	2	1	766000
39156	2	0	210000
39157	0	0	2726000
39158	2	1	766000
39159	2	1	766000
39160	1	0	2357000
39161	0	0	2726000
39162	0	0	2726000
39163	2	1	766000
39164	2	1	766000
39165	1	1	900500
39166	1	2	1694500
39167	2	1	766000
39168	0	1	-711000
39169	1	2	1694500
39170	0	0	2726000
39171	1	0	2357000
39172	2	1	766000
39173	1	2	1694500
39174	0	1	-711000
39175	2	2	1425000
39176	2	0	210000
39177	0	0	2726000
39178	0	2	1870000
39179	0	1	-711000
39180	1	0	2357000
39181	0	2	1870000
39182	1	2	1694500
39183	1	2	1694500
39184	1	1	900500
39185	1	0	2357000
39186	2	1	766000
39187	0	1	-711000
39188	0	1	-711000
39189	0	1	-711000
39190	2	1	766000
39191	2	1	766000
39192	1	2	1694500
39193	2	2	1425000
39194	1	1	900500
39195	0	1	-711000
39196	0	0	2726000
39197	2	0	210000
39198	1	1	900500
39199	1	0	2357000
39200	1	0	2357000
39201	0	0	2726000
39202	1	2	1694500
39203	2	0	210000
39204	1	0	2357000
39205	0	2	1870000
39206	2	1	766000
39207	2	0	210000
39208	2	2	1425000
39209	1	2	1694500
39210	1	2	1694500
39211	1	0	2357000
39212	2	0	210000
39213	2	1	766000
39214	0	1	-711000
39215	1	0	2357000
39216	2	2	1425000
39217	1	1	900500
39218	0	2	1870000
39219	1	1	900500
39220	2	2	1425000
39221	1	0	2357000
39222	2	2	1425000
39223	2	2	1425000
39224	2	1	766000
39225	2	0	210000
39226	2	1	766000
39227	0	2	1870000
39228	2	0	210000
39229	1	2	1694500
39230	2	1	766000
39231	2	1	766000
39232	1	1	900500
39233	0	1	-711000
39234	0	1	-711000
39235	1	0	2357000
39236	0	1	-711000
39237	0	2	1870000
39238	1	2	1694500
39239	0	2	1870000
39240	1	1	900500
39241	0	2	1870000
39242	2	2	1425000
39243	2	2	1425000
39244	2	1	766000
39245	0	0	2726000
39246	2	2	1425000
39247	1	0	2357000
39248	1	1	900500
39249	2	0	210000
39250	0	1	-711000
39251	0	2	1870000
39252	1	2	1694500
39253	2	1	766000
39254	0	2	1870000
39255	2	0	210000
39256	1	2	1694500
39257	0	1	-711000
39258	2	0	210000
39259	1	0	2357000
39260	0	0	2726000
39261	1	0	2357000
39262	1	0	2357000
39263	0	0	2726000
39264	2	2	1425000
39265	1	0	2357000
39266	1	1	900500
39267	0	0	2726000
39268	2	0	210000
39269	1	0	2357000
39270	1	1	900500
39271	0	1	-711000
39272	2	1	766000
39273	0	1	-711000
39274	2	2	1425000
39275	0	0	2726000
39276	0	0	2726000
39277	2	1	766000
39278	2	1	766000
39279	1	1	900500
39280	2	2	1425000
39281	0	2	1870000
39282	2	1	766000
39283	1	1	900500
39284	2	0	210000
39285	1	0	2357000
39286	0	2	1870000
39287	1	2	1694500
39288	0	0	2726000
39289	1	1	900500
39290	0	0	2726000
39291	2	2	1425000
39292	0	0	2726000
39293	0	2	1870000
39294	0	1	-711000
39295	0	0	2726000
39296	2	0	210000
39297	0	0	2726000
39298	0	0	2726000
39299	1	1	900500
39300	0	2	1870000
39301	1	1	900500
39302	1	0	2357000
39303	1	1	900500
39304	2	0	210000
39305	1	2	1694500
39306	2	0	210000
39307	0	2	1870000
39308	0	1	-711000
39309	2	0	210000
39310	1	2	1694500
39311	0	2	1870000
39312	2	0	210000
39313	0	2	1870000
39314	0	2	1870000
39315	2	0	210000
39316	2	0	210000
39317	2	1	766000
39318	2	0	210000
39319	1	1	900500
39320	0	1	-711000
39321	1	1	900500
39322	0	1	-711000
39323	2	0	210000
39324	1	0	2357000
39325	0	2	1870000
39326	1	2	1694500
39327	0	2	1870000
39328	0	2	1870000
39329	2	1	766000
39330	1	0	2357000
39331	0	2	1870000
39332	0	0	2726000
39333	0	1	-711000
39334	2	2	1425000
39335	2	1	766000
39336	2	2	1425000
39337	2	0	210000
39338	0	2	1870000
39339	1	1	900500
39340	0	2	1870000
39341	2	0	210000
39342	1	2	1694500
39343	0	1	-711000
39344	0	0	2726000
39345	1	2	1694500
39346	1	2	1694500
39347	1	0	2357000
39348	2	2	1425000
39349	1	0	2357000
39350	0	0	2726000
39351	2	0	210000
39352	1	2	1694500
39353	2	2	1425000
39354	1	1	900500
39355	1	0	2357000
39356	0	1	-711000
39357	0	1	-711000
39358	1	1	900500
39359	0	1	-711000
39360	1	0	2357000
39361	2	1	766000
39362	0	2	1870000
39363	0	0	2726000
39364	0	2	1870000
39365	1	0	2357000
39366	1	0	2357000
39367	0	0	2726000
39368	0	1	-711000
39369	1	0	2357000
39370	0	2	1870000
39371	2	2	1425000
39372	1	0	2357000
39373	0	0	2726000
39374	0	2	1870000
39375	2	1	766000
39376	2	1	766000
39377	1	1	900500
39378	2	2	1425000
39379	2	1	766000
39380	0	2	1870000
39381	1	2	1694500
39382	1	1	900500
39383	0	0	2726000
39384	2	0	210000
39385	1	0	2357000
39386	1	1	900500
39387	2	0	210000
39388	2	2	1425000
39389	2	1	766000
39390	1	0	2357000
39391	0	1	-711000
39392	1	1	900500
39393	1	1	900500
39394	0	1	-711000
39395	1	2	1694500
39396	0	1	-711000
39397	2	1	766000
39398	1	0	2357000
39399	1	2	1694500
39400	2	0	210000
39401	1	2	1694500
39402	2	0	210000
39403	0	2	1870000
39404	2	1	766000
39405	0	1	-711000
39406	0	1	-711000
39407	0	2	1870000
39408	1	2	1694500
39409	2	2	1425000
39410	0	0	2726000
39411	2	2	1425000
39412	1	2	1694500
39413	2	2	1425000
39414	1	0	2357000
39415	2	1	766000
39416	0	1	-711000
39417	0	0	2726000
39418	2	2	1425000
39419	1	1	900500
39420	0	2	1870000
39421	1	0	2357000
39422	2	0	210000
39423	2	0	210000
39424	2	1	766000
39425	2	0	210000
39426	0	0	2726000
39427	1	2	1694500
39428	2	0	210000
39429	1	2	1694500
39430	2	2	1425000
39431	1	0	2357000
39432	1	0	2357000
39433	1	0	2357000
39434	1	2	1694500
39435	0	0	2726000
39436	0	1	-711000
39437	1	1	900500
39438	2	2	1425000
39439	0	1	-711000
39440	1	0	2357000
39441	2	0	210000
39442	0	1	-711000
39443	0	1	-711000
39444	2	0	210000
39445	2	0	210000
39446	1	0	2357000
39447	2	2	1425000
39448	2	1	766000
39449	1	2	1694500
39450	2	0	210000
39451	2	0	210000
39452	2	0	210000
39453	2	1	766000
39454	0	1	-711000
39455	1	0	2357000
39456	1	0	2357000
39457	2	0	210000
39458	0	1	-711000
39459	0	2	1870000
39460	0	0	2726000
39461	2	0	210000
39462	2	2	1425000
39463	1	1	900500
39464	0	2	1870000
39465	0	0	2726000
39466	1	0	2357000
39467	1	0	2357000
39468	2	0	210000
39469	2	1	766000
39470	0	1	-711000
39471	2	2	1425000
39472	0	1	-711000
39473	2	0	210000
39474	0	1	-711000
39475	0	0	2726000
39476	0	0	2726000
39477	0	0	2726000
39478	0	0	2726000
39479	0	1	-711000
39480	1	0	2357000
39481	1	1	900500
39482	0	2	1870000
39483	0	0	2726000
39484	0	1	-711000
39485	1	1	900500
39486	0	1	-711000
39487	0	0	2726000
39488	0	1	-711000
39489	1	0	2357000
39490	2	0	210000
39491	1	0	2357000
39492	0	1	-711000
39493	2	0	210000
39494	2	1	766000
39495	1	1	900500
39496	1	1	900500
39497	1	0	2357000
39498	1	0	2357000
39499	0	1	-711000
39500	0	0	2726000
39501	0	2	1870000
39502	1	2	1694500
39503	1	1	900500
39504	1	1	900500
39505	2	0	210000
39506	1	0	2357000
39507	2	2	1425000
39508	1	0	2357000
39509	2	2	1425000
39510	2	2	1425000
39511	0	0	2726000
39512	2	1	766000
39513	1	1	900500
39514	1	1	900500
39515	2	0	210000
39516	1	1	900500
39517	0	2	1870000
39518	0	2	1870000
39519	1	0	2357000
39520	1	0	2357000
39521	2	0	210000
39522	2	0	210000
39523	0	0	2726000
39524	2	0	210000
39525	2	1	766000
39526	1	0	2357000
39527	1	2	1694500
39528	1	2	1694500
39529	2	0	210000
39530	0	2	1870000
39531	2	2	1425000
39532	2	0	210000
39533	2	2	1425000
39534	1	0	2357000
39535	0	0	2726000
39536	2	1	766000
39537	0	1	-711000
39538	0	0	2726000
39539	0	1	-711000
39540	2	1	766000
39541	1	2	1694500
39542	0	0	2726000
39543	2	2	1425000
39544	1	1	900500
39545	2	1	766000
39546	1	2	1694500
39547	2	2	1425000
39548	2	2	1425000
39549	1	1	900500
39550	0	2	1870000
39551	2	1	766000
39552	2	2	1425000
39553	2	0	210000
39554	2	2	1425000
39555	2	1	766000
39556	2	0	210000
39557	2	1	766000
39558	0	2	1870000
39559	2	0	210000
39560	1	1	900500
39561	1	1	900500
39562	2	0	210000
39563	1	2	1694500
39564	1	2	1694500
39565	0	1	-711000
39566	1	0	2357000
39567	0	0	2726000
39568	0	1	-711000
39569	0	1	-711000
39570	2	1	766000
39571	2	2	1425000
39572	2	1	766000
39573	1	1	900500
39574	1	0	2357000
39575	2	1	766000
39576	1	1	900500
39577	1	1	900500
39578	0	1	-711000
39579	2	2	1425000
39580	0	1	-711000
39581	0	1	-711000
39582	1	2	1694500
39583	2	2	1425000
39584	2	0	210000
39585	1	0	2357000
39586	2	2	1425000
39587	0	0	2726000
39588	0	2	1870000
39589	1	0	2357000
39590	0	2	1870000
39591	0	0	2726000
39592	1	2	1694500
39593	0	1	-711000
39594	1	0	2357000
39595	2	2	1425000
39596	2	0	210000
39597	1	1	900500
39598	0	2	1870000
39599	1	2	1694500
39600	0	2	1870000
39601	2	0	210000
39602	2	2	1425000
39603	1	0	2357000
39604	2	0	210000
39605	1	1	900500
39606	1	1	900500
39607	0	1	-711000
39608	1	2	1694500
39609	1	2	1694500
39610	0	2	1870000
39611	0	2	1870000
39612	1	0	2357000
39613	0	1	-711000
39614	1	0	2357000
39615	2	1	766000
39616	0	2	1870000
39617	1	0	2357000
39618	2	1	766000
39619	1	1	900500
39620	1	1	900500
39621	1	0	2357000
39622	2	0	210000
39623	2	1	766000
39624	2	1	766000
39625	0	1	-711000
39626	0	0	2726000
39627	1	0	2357000
39628	1	2	1694500
39629	1	0	2357000
39630	2	0	210000
39631	0	0	2726000
39632	2	1	766000
39633	1	0	2357000
39634	0	0	2726000
39635	1	0	2357000
39636	2	1	766000
39637	1	1	900500
39638	0	0	2726000
39639	2	1	766000
39640	0	2	1870000
39641	2	1	766000
39642	0	1	-711000
39643	1	0	2357000
39644	1	0	2357000
39645	0	2	1870000
39646	0	0	2726000
39647	2	1	766000
39648	1	1	900500
39649	2	0	210000
39650	0	1	-711000
39651	1	2	1694500
39652	1	1	900500
39653	1	0	2357000
39654	1	0	2357000
39655	2	2	1425000
39656	0	1	-711000
39657	0	2	1870000
39658	0	2	1870000
39659	1	1	900500
39660	2	2	1425000
39661	1	0	2357000
39662	2	2	1425000
39663	0	1	-711000
39664	1	1	900500
39665	1	0	2357000
39666	0	1	-711000
39667	1	0	2357000
39668	0	0	2726000
39669	1	0	2357000
39670	2	2	1425000
39671	2	1	766000
39672	2	1	766000
39673	1	1	900500
39674	2	2	1425000
39675	0	1	-711000
39676	2	1	766000
39677	1	1	900500
39678	1	1	900500
39679	2	0	210000
39680	2	0	210000
39681	0	1	-711000
39682	0	0	2726000
39683	2	1	766000
39684	1	0	2357000
39685	1	1	900500
39686	1	1	900500
39687	2	2	1425000
39688	1	2	1694500
39689	2	2	1425000
39690	1	0	2357000
39691	0	2	1870000
39692	2	0	210000
39693	2	0	210000
39694	2	0	210000
39695	2	2	1425000
39696	0	2	1870000
39697	1	2	1694500
39698	1	0	2357000
39699	0	1	-711000
39700	1	1	900500
39701	1	2	1694500
39702	2	2	1425000
39703	1	1	900500
39704	2	0	210000
39705	1	1	900500
39706	0	1	-711000
39707	1	2	1694500
39708	2	0	210000
39709	0	2	1870000
39710	1	2	1694500
39711	0	2	1870000
39712	2	1	766000
39713	0	0	2726000
39714	1	2	1694500
39715	2	2	1425000
39716	0	0	2726000
39717	0	0	2726000
39718	1	0	2357000
39719	2	2	1425000
39720	0	2	1870000
39721	1	0	2357000
39722	1	2	1694500
39723	0	2	1870000
39724	2	0	210000
39725	2	2	1425000
39726	2	0	210000
39727	0	1	-711000
39728	1	0	2357000
39729	0	1	-711000
39730	2	1	766000
39731	2	0	210000
39732	1	2	1694500
39733	2	2	1425000
39734	2	2	1425000
39735	0	1	-711000
39736	2	1	766000
39737	2	1	766000
39738	1	0	2357000
39739	2	1	766000
39740	0	0	2726000
39741	2	0	210000
39742	1	0	2357000
39743	1	0	2357000
39744	1	2	1694500
39745	1	1	900500
39746	1	1	900500
39747	1	0	2357000
39748	1	0	2357000
39749	0	1	-711000
39750	2	2	1425000
39751	2	0	210000
39752	2	2	1425000
39753	1	1	900500
39754	2	1	766000
39755	0	2	1870000
39756	2	2	1425000
39757	1	1	900500
39758	0	2	1870000
39759	1	1	900500
39760	2	1	766000
39761	2	1	766000
39762	2	0	210000
39763	2	2	1425000
39764	2	2	1425000
39765	0	0	2726000
39766	0	2	1870000
39767	2	1	766000
39768	2	2	1425000
39769	1	1	900500
39770	0	1	-711000
39771	2	0	210000
39772	1	2	1694500
39773	2	1	766000
39774	2	1	766000
39775	0	0	2726000
39776	2	0	210000
39777	0	2	1870000
39778	2	2	1425000
39779	0	1	-711000
39780	1	0	2357000
39781	2	1	766000
39782	1	1	900500
39783	2	0	210000
39784	0	0	2726000
39785	0	0	2726000
39786	2	0	210000
39787	1	0	2357000
39788	0	1	-711000
39789	2	0	210000
39790	1	1	900500
39791	0	2	1870000
39792	2	1	766000
39793	2	0	210000
39794	2	0	210000
39795	1	1	900500
39796	0	1	-711000
39797	0	0	2726000
39798	0	2	1870000
39799	0	2	1870000
39800	1	0	2357000
39801	2	0	210000
39802	1	1	900500
39803	0	2	1870000
39804	2	0	210000
39805	2	1	766000
39806	1	2	1694500
39807	2	2	1425000
39808	1	1	900500
39809	2	0	210000
39810	2	1	766000
39811	2	1	766000
39812	1	1	900500
39813	0	0	2726000
39814	2	2	1425000
39815	0	0	2726000
39816	0	1	-711000
39817	1	0	2357000
39818	2	2	1425000
39819	1	0	2357000
39820	1	0	2357000
39821	0	1	-711000
39822	2	0	210000
39823	0	2	1870000
39824	1	0	2357000
39825	1	1	900500
39826	0	1	-711000
39827	0	1	-711000
39828	1	2	1694500
39829	1	1	900500
39830	2	2	1425000
39831	1	0	2357000
39832	2	2	1425000
39833	1	0	2357000
39834	1	1	900500
39835	0	1	-711000
39836	0	1	-711000
39837	0	2	1870000
39838	1	2	1694500
39839	2	0	210000
39840	0	1	-711000
39841	0	2	1870000
39842	0	2	1870000
39843	2	1	766000
39844	2	2	1425000
39845	0	0	2726000
39846	1	0	2357000
39847	1	1	900500
39848	1	1	900500
39849	2	2	1425000
39850	1	1	900500
39851	1	2	1694500
39852	0	0	2726000
39853	0	0	2726000
39854	2	2	1425000
39855	2	1	766000
39856	2	2	1425000
39857	2	0	210000
39858	1	0	2357000
39859	0	0	2726000
39860	2	1	766000
39861	1	2	1694500
39862	0	0	2726000
39863	1	2	1694500
39864	0	1	-711000
39865	1	0	2357000
39866	1	0	2357000
39867	1	0	2357000
39868	2	0	210000
39869	2	0	210000
39870	2	2	1425000
39871	0	1	-711000
39872	1	0	2357000
39873	2	0	210000
39874	0	2	1870000
39875	0	0	2726000
39876	1	2	1694500
39877	1	1	900500
39878	1	0	2357000
39879	1	1	900500
39880	0	0	2726000
39881	2	2	1425000
39882	0	0	2726000
39883	1	2	1694500
39884	2	0	210000
39885	1	2	1694500
39886	0	1	-711000
39887	0	1	-711000
39888	1	1	900500
39889	0	0	2726000
39890	2	0	210000
39891	2	1	766000
39892	2	1	766000
39893	0	0	2726000
39894	2	2	1425000
39895	0	0	2726000
39896	2	0	210000
39897	0	0	2726000
39898	0	2	1870000
39899	2	1	766000
39900	0	1	-711000
39901	0	0	2726000
39902	2	1	766000
39903	1	1	900500
39904	1	1	900500
39905	2	1	766000
39906	2	0	210000
39907	2	1	766000
39908	2	0	210000
39909	0	0	2726000
39910	2	1	766000
39911	2	2	1425000
39912	2	0	210000
39913	0	0	2726000
39914	2	2	1425000
39915	2	0	210000
39916	2	0	210000
39917	2	1	766000
39918	0	2	1870000
39919	0	2	1870000
39920	0	1	-711000
39921	0	0	2726000
39922	2	2	1425000
39923	2	2	1425000
39924	1	2	1694500
39925	2	1	766000
39926	0	0	2726000
39927	0	0	2726000
39928	2	1	766000
39929	2	1	766000
39930	2	1	766000
39931	1	2	1694500
39932	2	1	766000
39933	2	1	766000
39934	1	0	2357000
39935	0	1	-711000
39936	0	0	2726000
39937	1	2	1694500
39938	0	2	1870000
39939	0	1	-711000
39940	0	2	1870000
39941	1	0	2357000
39942	0	1	-711000
39943	2	1	766000
39944	0	2	1870000
39945	1	1	900500
39946	1	0	2357000
39947	1	0	2357000
39948	0	0	2726000
39949	2	2	1425000
39950	0	0	2726000
39951	2	0	210000
39952	1	2	1694500
39953	0	0	2726000
39954	1	2	1694500
39955	2	1	766000
39956	1	0	2357000
39957	0	0	2726000
39958	0	0	2726000
39959	2	2	1425000
39960	2	2	1425000
39961	0	0	2726000
39962	1	2	1694500
39963	0	2	1870000
39964	0	1	-711000
39965	2	2	1425000
39966	1	1	900500
39967	0	0	2726000
39968	2	1	766000
39969	0	0	2726000
39970	2	0	210000
39971	2	2	1425000
39972	0	1	-711000
39973	0	0	2726000
39974	1	0	2357000
39975	2	0	210000
39976	0	0	2726000
39977	2	1	766000
39978	0	1	-711000
39979	0	0	2726000
39980	2	0	210000
39981	2	2	1425000
39982	0	2	1870000
39983	2	1	766000
39984	1	0	2357000
39985	2	1	766000
39986	0	2	1870000
39987	1	1	900500
39988	0	2	1870000
39989	2	1	766000
39990	2	1	766000
39991	2	1	766000
39992	2	0	210000
39993	1	2	1694500
39994	1	0	2357000
39995	2	2	1425000
39996	2	2	1425000
39997	0	2	1870000
39998	0	2	1870000
39999	1	0	2357000
40000	2	0	210000
40001	2	0	210000
40002	1	2	1694500
40003	0	1	-711000
40004	2	1	766000
40005	0	2	1870000
40006	1	1	900500
40007	1	0	2357000
40008	2	2	1425000
40009	1	2	1694500
40010	1	0	2357000
40011	0	0	2726000
40012	2	2	1425000
40013	2	0	210000
40014	1	0	2357000
40015	0	1	-711000
40016	0	1	-711000
40017	2	0	210000
40018	1	0	2357000
40019	0	2	1870000
40020	2	0	210000
40021	2	0	210000
40022	1	0	2357000
40023	1	0	2357000
40024	1	2	1694500
40025	0	2	1870000
40026	0	1	-711000
40027	2	1	766000
40028	0	1	-711000
40029	2	1	766000
40030	1	1	900500
40031	1	2	1694500
40032	2	2	1425000
40033	1	1	900500
40034	0	2	1870000
40035	0	1	-711000
40036	1	2	1694500
40037	2	0	210000
40038	2	0	210000
40039	2	2	1425000
40040	1	2	1694500
40041	1	1	900500
40042	1	2	1694500
40043	1	0	2357000
40044	0	1	-711000
40045	1	0	2357000
40046	1	2	1694500
40047	0	1	-711000
40048	1	2	1694500
40049	0	2	1870000
40050	0	1	-711000
40051	0	0	2726000
40052	2	0	210000
40053	1	0	2357000
40054	0	1	-711000
40055	0	1	-711000
40056	0	2	1870000
