 IDnum	Installation_Type	Coal_Worker_Strike	Strike_Resolution	Strike_Intervention	Additional_Cost
5079	1	0	0	1	-1.5e6
5080	1	1	0	1	-4.5e6
5081	1	0	0	1	-1.5e6
5082	1	0	0	0	-1.5e6
5083	0	1	0	1	-3e6
5084	1	1	0	1	-4.5e6
5085	1	0	0	0	-1.5e6
5086	1	1	0	1	-4.5e6
5087	1	0	0	0	-1.5e6
5088	0	1	0	0	-3e6
5089	0	1	0	1	-3e6
5090	0	1	0	1	-3e6
5091	1	1	0	1	-4.5e6
5092	1	0	0	1	-1.5e6
5093	0	0	0	1	-3e6
5094	0	0	0	1	-3e6
5095	0	1	0	0	-3e6
5096	1	1	0	0	-3e6
5097	1	1	0	0	-3e6
5098	1	1	1	0	-5e6
5099	1	0	0	1	-1.5e6
5100	0	0	0	0	-3e6
5101	1	0	0	1	-1.5e6
5102	0	1	0	1	-3e6
5103	1	1	0	0	-3e6
5104	0	0	0	1	-3e6
5105	1	1	0	0	-3e6
5106	1	1	0	0	-3e6
5107	0	1	0	1	-3e6
5108	0	0	0	1	-3e6
5109	0	1	0	1	-3e6
5110	0	0	0	1	-3e6
5111	1	1	0	0	-3e6
5112	1	1	0	1	-4.5e6
5113	1	0	0	1	-1.5e6
5114	0	0	0	1	-3e6
5115	0	1	0	1	-3e6
5116	0	0	0	1	-3e6
5117	1	0	0	1	-1.5e6
5118	1	0	1	1	-1.5e6
5119	1	1	0	1	-4.5e6
5120	1	1	0	0	-3e6
5121	0	1	0	1	-3e6
5122	1	1	0	1	-4.5e6
5123	0	0	0	1	-3e6
5124	1	0	0	0	-1.5e6
5125	1	1	0	0	-3e6
5126	1	0	1	1	-1.5e6
5127	1	1	1	1	-6.5e6
5128	0	0	0	1	-3e6
5129	0	1	0	1	-3e6
5130	1	0	0	1	-1.5e6
5131	0	0	1	0	-3e6
5132	0	1	0	1	-3e6
5133	1	0	0	0	-1.5e6
5134	1	1	0	0	-3e6
5135	0	0	0	1	-3e6
5136	0	1	1	0	-3e6
5137	1	1	0	0	-3e6
5138	1	1	0	0	-3e6
5139	0	1	0	0	-3e6
5140	1	1	0	0	-3e6
5141	0	1	0	1	-3e6
5142	0	0	0	0	-3e6
5143	1	1	0	1	-4.5e6
5144	0	1	0	1	-3e6
5145	1	1	0	1	-4.5e6
5146	0	0	1	0	-3e6
5147	1	1	0	1	-4.5e6
5148	0	1	0	1	-3e6
5149	1	1	0	1	-4.5e6
5150	1	0	0	1	-1.5e6
5151	0	1	0	0	-3e6
5152	0	1	0	1	-3e6
5153	1	0	0	1	-1.5e6
5154	1	0	0	1	-1.5e6
5155	0	0	0	1	-3e6
5156	1	0	0	0	-1.5e6
5157	0	1	0	0	-3e6
5158	1	0	0	1	-1.5e6
5159	0	1	0	0	-3e6
5160	0	0	0	0	-3e6
5161	1	0	0	0	-1.5e6
5162	0	1	1	0	-3e6
5163	1	1	1	0	-5e6
5164	0	0	0	1	-3e6
5165	0	1	0	1	-3e6
5166	1	1	0	0	-3e6
5167	1	0	0	1	-1.5e6
5168	1	1	0	0	-3e6
5169	1	1	0	1	-4.5e6
5170	0	0	0	1	-3e6
5171	0	0	0	1	-3e6
5172	1	1	1	0	-5e6
5173	0	1	0	0	-3e6
5174	1	1	0	1	-4.5e6
5175	0	1	0	0	-3e6
5176	1	1	0	0	-3e6
5177	1	1	0	1	-4.5e6
5178	0	1	0	1	-3e6
5179	1	1	0	1	-4.5e6
5180	1	0	0	1	-1.5e6
5181	0	1	0	0	-3e6
5182	1	0	0	1	-1.5e6
5183	1	1	0	0	-3e6
5184	0	0	0	0	-3e6
5185	1	1	0	1	-4.5e6
5186	1	1	0	1	-4.5e6
5187	1	1	0	1	-4.5e6
5188	0	1	0	0	-3e6
5189	1	1	0	0	-3e6
5190	1	0	1	0	-1.5e6
5191	0	1	0	1	-3e6
5192	0	1	0	1	-3e6
5193	1	0	0	1	-1.5e6
5194	1	0	0	1	-1.5e6
5195	1	0	0	0	-1.5e6
5196	0	0	0	1	-3e6
5197	0	0	0	1	-3e6
5198	1	1	0	0	-3e6
5199	0	1	0	1	-3e6
5200	1	1	1	0	-5e6
5201	1	0	0	1	-1.5e6
5202	1	0	0	1	-1.5e6
5203	1	1	0	0	-3e6
5204	1	1	0	0	-3e6
5205	1	1	1	0	-5e6
5206	0	0	0	1	-3e6
5207	0	1	1	0	-3e6
5208	1	1	0	0	-3e6
5209	0	0	0	0	-3e6
5210	1	0	0	0	-1.5e6
5211	1	1	0	1	-4.5e6
5212	1	0	0	0	-1.5e6
5213	1	1	0	1	-4.5e6
5214	0	1	0	0	-3e6
5215	1	1	0	1	-4.5e6
5216	0	0	0	0	-3e6
5217	0	1	0	1	-3e6
5218	0	1	1	1	-3e6
5219	1	1	0	1	-4.5e6
5220	0	0	0	1	-3e6
5221	1	0	0	1	-1.5e6
5222	1	1	0	1	-4.5e6
5223	1	1	0	1	-4.5e6
5224	0	1	0	1	-3e6
5225	1	1	0	1	-4.5e6
5226	1	0	0	0	-1.5e6
5227	1	1	0	0	-3e6
5228	1	1	1	0	-5e6
5229	0	0	1	0	-3e6
5230	0	0	0	1	-3e6
5231	0	0	0	0	-3e6
5232	1	0	0	0	-1.5e6
5233	0	1	0	1	-3e6
5234	1	1	0	1	-4.5e6
5235	1	0	0	0	-1.5e6
5236	0	0	0	1	-3e6
5237	0	1	0	1	-3e6
5238	1	0	0	0	-1.5e6
5239	1	1	1	0	-5e6
5240	0	1	1	0	-3e6
5241	1	1	1	0	-5e6
5242	0	0	0	1	-3e6
5243	1	1	0	0	-3e6
5244	1	0	0	1	-1.5e6
5245	1	0	0	1	-1.5e6
5246	1	1	0	1	-4.5e6
5247	1	1	0	0	-3e6
5248	0	0	1	0	-3e6
5249	1	0	1	0	-1.5e6
5250	1	1	0	1	-4.5e6
5251	1	1	0	0	-3e6
5252	1	0	0	1	-1.5e6
5253	0	1	0	0	-3e6
5254	0	1	0	1	-3e6
5255	0	0	0	1	-3e6
5256	0	1	0	1	-3e6
5257	1	0	0	1	-1.5e6
5258	0	1	0	1	-3e6
5259	1	0	0	0	-1.5e6
5260	1	1	0	0	-3e6
5261	0	1	1	0	-3e6
5262	0	1	1	0	-3e6
5263	1	0	0	1	-1.5e6
5264	0	0	0	1	-3e6
5265	0	1	0	0	-3e6
5266	0	0	0	0	-3e6
5267	1	1	0	1	-4.5e6
5268	1	0	0	0	-1.5e6
5269	1	1	1	0	-5e6
5270	0	0	0	0	-3e6
5271	1	0	0	1	-1.5e6
5272	1	0	0	1	-1.5e6
5273	1	1	0	1	-4.5e6
5274	0	1	0	1	-3e6
5275	1	1	0	1	-4.5e6
5276	0	1	0	0	-3e6
5277	1	1	0	1	-4.5e6
5278	0	1	0	0	-3e6
5279	0	1	0	1	-3e6
5280	0	0	0	0	-3e6
5281	1	1	0	0	-3e6
5282	1	0	0	0	-1.5e6
5283	0	0	0	0	-3e6
5284	0	0	0	1	-3e6
5285	0	1	0	0	-3e6
5286	1	0	0	0	-1.5e6
5287	0	0	0	0	-3e6
5288	1	1	1	0	-5e6
5289	0	1	0	1	-3e6
5290	0	1	0	0	-3e6
5291	0	1	0	1	-3e6
5292	1	0	0	0	-1.5e6
5293	1	0	0	0	-1.5e6
5294	1	1	0	1	-4.5e6
5295	0	0	0	1	-3e6
5296	1	0	0	0	-1.5e6
5297	1	1	0	1	-4.5e6
5298	1	0	0	1	-1.5e6
5299	1	1	0	0	-3e6
5300	0	0	0	1	-3e6
5301	0	1	1	0	-3e6
5302	1	1	0	0	-3e6
5303	1	0	0	1	-1.5e6
5304	1	1	0	0	-3e6
5305	1	1	0	0	-3e6
5306	0	0	0	1	-3e6
5307	0	1	0	1	-3e6
5308	1	0	0	1	-1.5e6
5309	1	0	0	0	-1.5e6
5310	0	1	0	0	-3e6
5311	0	1	0	1	-3e6
5312	0	1	0	1	-3e6
5313	1	1	1	0	-5e6
5314	1	1	0	0	-3e6
5315	1	0	0	1	-1.5e6
5316	1	1	0	1	-4.5e6
5317	1	1	0	1	-4.5e6
5318	1	0	1	0	-1.5e6
5319	0	1	0	1	-3e6
5320	0	0	0	1	-3e6
5321	1	0	0	0	-1.5e6
5322	1	0	0	1	-1.5e6
5323	1	0	0	1	-1.5e6
5324	0	1	0	0	-3e6
5325	0	1	0	1	-3e6
5326	1	1	0	1	-4.5e6
5327	0	0	1	0	-3e6
5328	0	1	0	1	-3e6
5329	0	0	0	1	-3e6
5330	0	0	1	0	-3e6
5331	0	1	0	1	-3e6
5332	0	0	0	0	-3e6
5333	1	0	0	1	-1.5e6
5334	0	0	0	1	-3e6
5335	0	1	0	1	-3e6
5336	0	0	0	1	-3e6
5337	0	1	0	1	-3e6
5338	0	0	0	1	-3e6
5339	1	1	0	0	-3e6
5340	1	0	0	1	-1.5e6
5341	1	0	0	1	-1.5e6
5342	0	0	0	1	-3e6
5343	0	1	0	0	-3e6
5344	1	1	0	0	-3e6
5345	0	1	0	1	-3e6
5346	1	1	0	0	-3e6
5347	1	1	0	1	-4.5e6
5348	1	0	1	0	-1.5e6
5349	0	1	0	0	-3e6
5350	1	0	0	0	-1.5e6
5351	1	1	0	1	-4.5e6
5352	1	0	0	0	-1.5e6
5353	1	0	0	0	-1.5e6
5354	0	1	0	1	-3e6
5355	1	1	1	0	-5e6
5356	0	1	1	0	-3e6
5357	1	0	0	1	-1.5e6
5358	0	1	0	0	-3e6
5359	1	0	0	1	-1.5e6
5360	0	1	1	0	-3e6
5361	0	1	0	0	-3e6
5362	0	1	1	0	-3e6
5363	0	1	1	0	-3e6
5364	1	0	0	1	-1.5e6
5365	0	0	1	0	-3e6
5366	1	0	0	1	-1.5e6
5367	1	1	0	1	-4.5e6
5368	0	1	0	1	-3e6
5369	1	0	0	0	-1.5e6
5370	1	1	0	1	-4.5e6
5371	1	1	0	0	-3e6
5372	1	1	1	1	-6.5e6
5373	1	1	1	0	-5e6
5374	1	1	0	0	-3e6
5375	0	1	0	0	-3e6
5376	1	1	0	1	-4.5e6
5377	1	1	0	1	-4.5e6
5378	1	1	0	1	-4.5e6
5379	0	0	0	0	-3e6
5380	1	0	0	1	-1.5e6
5381	0	1	0	0	-3e6
5382	1	1	0	0	-3e6
5383	1	0	0	0	-1.5e6
5384	1	1	0	1	-4.5e6
5385	1	0	0	1	-1.5e6
5386	1	0	0	0	-1.5e6
5387	0	1	0	1	-3e6
5388	1	1	0	0	-3e6
5389	0	1	0	0	-3e6
5390	1	1	0	0	-3e6
5391	1	1	0	1	-4.5e6
5392	0	1	0	0	-3e6
5393	0	1	0	0	-3e6
5394	0	0	0	1	-3e6
5395	1	1	0	0	-3e6
5396	1	1	0	1	-4.5e6
5397	1	1	0	1	-4.5e6
5398	0	0	0	0	-3e6
5399	0	1	0	1	-3e6
5400	1	1	0	0	-3e6
5401	0	0	0	0	-3e6
5402	0	1	1	0	-3e6
5403	1	1	0	0	-3e6
5404	0	0	0	1	-3e6
5405	1	1	0	1	-4.5e6
5406	1	1	0	1	-4.5e6
5407	1	0	0	1	-1.5e6
5408	1	0	0	1	-1.5e6
5409	0	1	0	0	-3e6
5410	1	1	0	0	-3e6
5411	0	1	0	1	-3e6
5412	0	1	0	1	-3e6
5413	1	1	0	0	-3e6
5414	1	1	1	0	-5e6
5415	0	0	0	1	-3e6
5416	1	1	0	0	-3e6
5417	0	1	1	0	-3e6
5418	1	0	0	1	-1.5e6
5419	0	1	0	1	-3e6
5420	0	0	0	0	-3e6
5421	0	1	0	1	-3e6
5422	1	1	0	0	-3e6
5423	0	0	0	0	-3e6
5424	1	1	1	0	-5e6
5425	0	1	0	1	-3e6
5426	1	1	0	1	-4.5e6
5427	0	1	1	0	-3e6
5428	0	0	1	0	-3e6
5429	1	1	0	1	-4.5e6
5430	1	1	0	0	-3e6
5431	1	1	0	1	-4.5e6
5432	1	0	0	1	-1.5e6
5433	1	1	0	0	-3e6
5434	0	1	0	0	-3e6
5435	1	0	0	0	-1.5e6
5436	0	1	0	1	-3e6
5437	0	1	0	1	-3e6
5438	1	1	0	1	-4.5e6
5439	0	1	1	0	-3e6
5440	0	1	0	0	-3e6
5441	0	1	1	0	-3e6
5442	1	1	0	0	-3e6
5443	1	1	0	0	-3e6
5444	1	1	0	1	-4.5e6
5445	1	1	0	1	-4.5e6
5446	0	1	0	0	-3e6
5447	0	0	0	1	-3e6
5448	1	1	0	1	-4.5e6
5449	1	1	0	0	-3e6
5450	1	0	0	0	-1.5e6
5451	0	1	0	1	-3e6
5452	1	1	0	0	-3e6
5453	1	1	0	0	-3e6
5454	0	1	1	0	-3e6
5455	1	1	0	0	-3e6
5456	0	0	0	0	-3e6
5457	0	0	0	1	-3e6
5458	1	0	0	0	-1.5e6
5459	1	1	0	1	-4.5e6
5460	0	0	0	0	-3e6
5461	1	1	0	1	-4.5e6
5462	1	1	0	1	-4.5e6
5463	1	0	0	1	-1.5e6
5464	0	0	0	1	-3e6
5465	1	0	0	1	-1.5e6
5466	0	1	0	0	-3e6
5467	1	1	0	1	-4.5e6
5468	1	1	1	1	-6.5e6
5469	1	1	1	0	-5e6
5470	0	1	0	1	-3e6
5471	1	1	0	1	-4.5e6
5472	1	1	0	0	-3e6
5473	0	0	1	0	-3e6
5474	1	1	0	1	-4.5e6
5475	1	0	0	1	-1.5e6
5476	1	1	0	1	-4.5e6
5477	0	1	1	0	-3e6
5478	0	0	0	1	-3e6
5479	0	0	0	1	-3e6
5480	1	1	0	1	-4.5e6
5481	1	1	0	0	-3e6
5482	1	0	0	0	-1.5e6
5483	0	1	0	1	-3e6
5484	0	1	0	0	-3e6
5485	1	1	1	0	-5e6
5486	1	0	0	1	-1.5e6
5487	0	0	0	1	-3e6
5488	1	1	0	0	-3e6
5489	0	0	1	0	-3e6
5490	0	1	0	1	-3e6
5491	1	1	0	0	-3e6
5492	0	0	0	1	-3e6
5493	1	0	0	0	-1.5e6
5494	1	0	0	1	-1.5e6
5495	1	0	0	0	-1.5e6
5496	0	1	0	1	-3e6
5497	0	1	0	1	-3e6
5498	0	1	0	0	-3e6
5499	0	1	0	1	-3e6
5500	1	0	1	1	-1.5e6
5501	0	0	0	1	-3e6
5502	1	0	0	1	-1.5e6
5503	0	1	0	0	-3e6
5504	0	1	1	1	-3e6
5505	1	1	0	0	-3e6
5506	1	1	0	1	-4.5e6
5507	0	0	1	0	-3e6
5508	0	0	0	1	-3e6
5509	0	1	0	0	-3e6
5510	0	0	0	0	-3e6
5511	1	0	0	1	-1.5e6
5512	0	1	0	1	-3e6
5513	0	1	1	0	-3e6
5514	1	0	0	0	-1.5e6
5515	0	0	0	0	-3e6
5516	0	0	0	1	-3e6
5517	1	0	0	1	-1.5e6
5518	1	0	0	1	-1.5e6
5519	0	1	0	1	-3e6
5520	1	1	0	1	-4.5e6
5521	0	0	0	0	-3e6
5522	1	1	0	1	-4.5e6
5523	0	1	0	1	-3e6
5524	0	1	0	0	-3e6
5525	1	0	0	1	-1.5e6
5526	0	1	0	1	-3e6
5527	1	1	0	1	-4.5e6
5528	0	0	0	1	-3e6
5529	1	0	1	0	-1.5e6
5530	1	1	1	0	-5e6
5531	0	1	0	1	-3e6
5532	1	0	0	0	-1.5e6
5533	0	1	0	0	-3e6
5534	1	1	1	0	-5e6
5535	0	1	0	0	-3e6
5536	1	1	0	0	-3e6
5537	0	1	0	1	-3e6
5538	0	1	1	0	-3e6
5539	0	0	1	0	-3e6
5540	0	1	0	1	-3e6
5541	1	1	0	1	-4.5e6
5542	1	1	0	1	-4.5e6
5543	0	1	0	1	-3e6
5544	0	1	0	0	-3e6
5545	0	0	1	0	-3e6
5546	0	0	0	1	-3e6
5547	0	1	1	0	-3e6
5548	0	1	0	1	-3e6
5549	1	1	0	0	-3e6
5550	0	1	0	0	-3e6
5551	1	0	0	1	-1.5e6
5552	0	0	1	0	-3e6
5553	1	1	0	1	-4.5e6
5554	1	1	0	0	-3e6
5555	1	1	0	1	-4.5e6
5556	0	1	1	1	-3e6
5557	1	1	0	1	-4.5e6
5558	1	0	0	0	-1.5e6
5559	1	1	0	1	-4.5e6
5560	0	1	0	1	-3e6
5561	0	1	0	1	-3e6
5562	1	1	0	1	-4.5e6
5563	1	1	0	1	-4.5e6
5564	0	0	0	1	-3e6
5565	0	1	1	0	-3e6
5566	0	1	0	0	-3e6
5567	0	1	1	0	-3e6
5568	1	1	0	1	-4.5e6
5569	1	0	1	0	-1.5e6
5570	1	1	0	1	-4.5e6
5571	0	0	0	0	-3e6
5572	1	1	1	1	-6.5e6
5573	1	1	1	1	-6.5e6
5574	0	1	0	0	-3e6
5575	0	0	0	1	-3e6
5576	1	1	0	0	-3e6
5577	1	0	0	0	-1.5e6
5578	0	1	0	0	-3e6
5579	1	1	0	0	-3e6
5580	1	1	0	0	-3e6
5581	1	0	0	1	-1.5e6
5582	1	0	0	0	-1.5e6
5583	0	1	0	0	-3e6
5584	0	1	0	0	-3e6
5585	1	0	0	1	-1.5e6
5586	1	0	0	1	-1.5e6
5587	0	0	0	1	-3e6
5588	1	0	0	1	-1.5e6
5589	1	1	0	0	-3e6
5590	1	1	0	0	-3e6
5591	0	1	0	1	-3e6
5592	0	1	0	1	-3e6
5593	1	0	0	0	-1.5e6
5594	0	0	0	1	-3e6
5595	0	1	0	1	-3e6
5596	1	0	0	1	-1.5e6
5597	0	0	0	0	-3e6
5598	0	1	0	1	-3e6
5599	1	1	0	0	-3e6
5600	1	1	0	0	-3e6
5601	0	0	0	1	-3e6
5602	0	1	0	1	-3e6
5603	1	1	0	1	-4.5e6
5604	1	0	0	1	-1.5e6
5605	1	0	0	1	-1.5e6
5606	0	1	0	0	-3e6
5607	0	1	1	0	-3e6
5608	0	1	0	1	-3e6
5609	1	0	0	1	-1.5e6
5610	0	1	0	1	-3e6
5611	1	0	0	1	-1.5e6
5612	0	1	0	0	-3e6
5613	1	0	0	0	-1.5e6
5614	1	0	1	0	-1.5e6
5615	1	0	1	0	-1.5e6
5616	1	1	0	1	-4.5e6
5617	0	1	0	0	-3e6
5618	0	0	1	1	-3e6
5619	0	1	0	1	-3e6
5620	0	1	0	0	-3e6
5621	1	1	0	1	-4.5e6
5622	1	0	0	0	-1.5e6
5623	1	0	0	1	-1.5e6
5624	0	1	0	1	-3e6
5625	1	1	0	1	-4.5e6
5626	0	1	1	1	-3e6
5627	1	0	1	0	-1.5e6
5628	0	0	0	1	-3e6
5629	0	0	0	0	-3e6
5630	1	1	0	0	-3e6
5631	0	0	1	0	-3e6
5632	1	1	0	0	-3e6
5633	1	1	0	0	-3e6
5634	1	1	0	0	-3e6
5635	1	0	0	1	-1.5e6
5636	0	1	0	1	-3e6
5637	0	1	0	0	-3e6
5638	1	1	0	0	-3e6
5639	0	1	0	0	-3e6
5640	1	1	0	1	-4.5e6
5641	1	1	0	0	-3e6
5642	1	1	0	0	-3e6
5643	0	1	0	1	-3e6
5644	0	0	0	1	-3e6
5645	0	1	0	0	-3e6
5646	0	0	0	1	-3e6
5647	0	0	0	1	-3e6
5648	1	1	0	0	-3e6
5649	0	1	1	0	-3e6
5650	0	1	0	1	-3e6
5651	1	1	0	0	-3e6
5652	0	1	1	0	-3e6
5653	0	1	0	0	-3e6
5654	1	0	0	0	-1.5e6
5655	0	1	1	0	-3e6
5656	1	0	0	1	-1.5e6
5657	0	0	0	1	-3e6
5658	1	1	1	1	-6.5e6
5659	0	0	0	1	-3e6
5660	1	1	0	1	-4.5e6
5661	0	0	0	0	-3e6
5662	1	1	0	1	-4.5e6
5663	1	0	0	1	-1.5e6
5664	0	0	0	1	-3e6
5665	1	1	0	0	-3e6
5666	1	1	0	0	-3e6
5667	0	1	0	0	-3e6
5668	1	1	0	1	-4.5e6
5669	0	1	0	1	-3e6
5670	1	1	0	0	-3e6
5671	0	1	0	1	-3e6
5672	0	1	0	0	-3e6
5673	1	0	0	1	-1.5e6
5674	1	1	0	0	-3e6
5675	1	1	0	1	-4.5e6
5676	1	1	0	1	-4.5e6
5677	1	1	0	0	-3e6
5678	0	1	0	1	-3e6
5679	0	1	0	1	-3e6
5680	1	1	1	0	-5e6
5681	0	1	0	1	-3e6
5682	1	1	0	0	-3e6
5683	1	0	0	1	-1.5e6
5684	0	1	0	1	-3e6
5685	1	1	0	0	-3e6
5686	0	1	0	1	-3e6
5687	0	1	0	0	-3e6
5688	1	1	0	1	-4.5e6
5689	0	1	0	1	-3e6
5690	1	1	0	0	-3e6
5691	1	0	1	0	-1.5e6
5692	0	0	0	1	-3e6
5693	1	1	0	1	-4.5e6
5694	0	1	0	0	-3e6
5695	1	1	0	1	-4.5e6
5696	1	0	0	0	-1.5e6
5697	0	0	0	0	-3e6
5698	0	0	0	0	-3e6
5699	0	1	0	0	-3e6
5700	0	0	0	1	-3e6
5701	0	1	0	1	-3e6
5702	1	0	1	1	-1.5e6
5703	1	1	1	0	-5e6
5704	1	1	0	1	-4.5e6
5705	0	0	0	1	-3e6
5706	1	0	1	0	-1.5e6
5707	1	1	0	1	-4.5e6
5708	1	0	0	1	-1.5e6
5709	0	1	0	0	-3e6
5710	0	1	0	1	-3e6
5711	0	0	0	1	-3e6
5712	0	1	0	0	-3e6
5713	0	0	0	1	-3e6
5714	0	1	0	0	-3e6
5715	0	0	0	1	-3e6
5716	0	0	0	1	-3e6
5717	1	1	0	1	-4.5e6
5718	0	1	1	0	-3e6
5719	0	1	0	1	-3e6
5720	0	1	0	0	-3e6
5721	0	0	0	1	-3e6
5722	0	1	0	0	-3e6
5723	0	0	0	1	-3e6
5724	1	1	0	1	-4.5e6
5725	0	1	0	0	-3e6
5726	1	1	0	0	-3e6
5727	0	0	0	0	-3e6
5728	1	1	0	1	-4.5e6
5729	1	1	0	0	-3e6
5730	0	1	0	0	-3e6
5731	1	1	0	1	-4.5e6
5732	1	1	1	0	-5e6
5733	1	1	1	0	-5e6
5734	1	1	0	0	-3e6
5735	1	1	0	1	-4.5e6
5736	0	1	0	0	-3e6
5737	0	0	0	1	-3e6
5738	0	1	1	0	-3e6
5739	1	0	0	1	-1.5e6
5740	1	1	0	0	-3e6
5741	1	0	0	0	-1.5e6
5742	1	0	0	1	-1.5e6
5743	0	0	0	1	-3e6
5744	1	1	0	0	-3e6
5745	1	1	0	1	-4.5e6
5746	1	1	0	1	-4.5e6
5747	1	1	0	1	-4.5e6
5748	0	1	0	1	-3e6
5749	0	1	0	0	-3e6
5750	1	0	0	1	-1.5e6
5751	1	0	1	0	-1.5e6
5752	1	1	0	1	-4.5e6
5753	0	1	0	0	-3e6
5754	1	1	1	0	-5e6
5755	1	1	0	1	-4.5e6
5756	0	1	0	1	-3e6
5757	0	0	0	0	-3e6
5758	1	0	0	0	-1.5e6
5759	0	0	0	1	-3e6
5760	0	1	0	0	-3e6
5761	1	1	0	1	-4.5e6
5762	1	0	0	1	-1.5e6
5763	0	0	0	0	-3e6
5764	0	1	0	0	-3e6
5765	0	1	0	0	-3e6
5766	1	0	0	1	-1.5e6
5767	0	1	0	0	-3e6
5768	0	1	0	0	-3e6
5769	1	0	1	0	-1.5e6
5770	1	1	0	1	-4.5e6
5771	1	0	1	1	-1.5e6
5772	1	0	0	1	-1.5e6
5773	0	0	0	0	-3e6
5774	0	0	0	0	-3e6
5775	1	0	0	1	-1.5e6
5776	0	1	0	1	-3e6
5777	0	1	0	1	-3e6
5778	0	1	0	1	-3e6
5779	0	0	1	0	-3e6
5780	0	1	0	1	-3e6
5781	1	0	1	1	-1.5e6
5782	1	0	0	1	-1.5e6
5783	0	1	0	1	-3e6
5784	1	1	0	0	-3e6
5785	1	0	0	1	-1.5e6
5786	1	1	0	0	-3e6
5787	0	0	0	0	-3e6
5788	1	0	0	1	-1.5e6
5789	1	1	0	1	-4.5e6
5790	0	1	0	1	-3e6
5791	0	0	0	1	-3e6
5792	1	1	0	0	-3e6
5793	0	0	0	0	-3e6
5794	0	0	0	1	-3e6
5795	0	1	1	0	-3e6
5796	0	1	1	0	-3e6
5797	0	1	0	0	-3e6
5798	0	1	0	1	-3e6
5799	0	0	0	0	-3e6
5800	1	0	0	0	-1.5e6
5801	0	1	0	1	-3e6
5802	0	0	0	1	-3e6
5803	0	1	0	0	-3e6
5804	1	1	0	0	-3e6
5805	1	0	1	0	-1.5e6
5806	0	0	0	0	-3e6
5807	1	1	0	1	-4.5e6
5808	0	1	0	1	-3e6
5809	1	1	0	1	-4.5e6
5810	0	1	0	1	-3e6
5811	1	0	0	0	-1.5e6
5812	1	1	1	0	-5e6
5813	1	0	0	0	-1.5e6
5814	1	1	1	1	-6.5e6
5815	0	1	0	0	-3e6
5816	1	1	0	1	-4.5e6
5817	0	1	0	0	-3e6
5818	0	0	0	1	-3e6
5819	0	1	0	1	-3e6
5820	0	0	0	0	-3e6
5821	0	1	0	1	-3e6
5822	0	0	0	0	-3e6
5823	0	0	0	1	-3e6
5824	1	1	0	0	-3e6
5825	0	1	0	1	-3e6
5826	1	1	1	0	-5e6
5827	0	0	0	0	-3e6
5828	0	1	0	1	-3e6
5829	1	1	0	1	-4.5e6
5830	1	1	1	0	-5e6
5831	0	1	0	1	-3e6
5832	1	0	1	0	-1.5e6
5833	1	0	1	0	-1.5e6
5834	1	0	0	0	-1.5e6
5835	1	1	0	1	-4.5e6
5836	1	0	0	1	-1.5e6
5837	1	1	0	0	-3e6
5838	0	1	1	0	-3e6
5839	0	1	0	1	-3e6
5840	1	0	0	1	-1.5e6
5841	0	1	0	0	-3e6
5842	0	0	0	1	-3e6
5843	1	1	1	0	-5e6
5844	1	1	0	1	-4.5e6
5845	0	1	0	0	-3e6
5846	1	0	0	1	-1.5e6
5847	0	1	0	1	-3e6
5848	0	1	0	0	-3e6
5849	0	1	1	0	-3e6
5850	0	0	0	0	-3e6
5851	1	0	0	0	-1.5e6
5852	1	0	1	0	-1.5e6
5853	1	0	0	0	-1.5e6
5854	1	1	0	1	-4.5e6
5855	0	1	0	0	-3e6
5856	1	0	0	0	-1.5e6
5857	1	1	0	1	-4.5e6
5858	1	0	0	1	-1.5e6
5859	0	0	0	0	-3e6
5860	0	1	0	0	-3e6
5861	1	1	0	1	-4.5e6
5862	1	0	1	0	-1.5e6
5863	1	1	0	0	-3e6
5864	0	1	0	0	-3e6
5865	0	1	0	1	-3e6
5866	1	0	0	0	-1.5e6
5867	0	0	1	0	-3e6
5868	0	1	0	1	-3e6
5869	0	1	0	1	-3e6
5870	0	1	0	1	-3e6
5871	0	0	0	1	-3e6
5872	0	1	0	0	-3e6
5873	0	0	0	1	-3e6
5874	1	0	0	1	-1.5e6
5875	0	1	0	0	-3e6
5876	1	0	0	1	-1.5e6
5877	0	1	0	1	-3e6
5878	1	1	1	0	-5e6
5879	0	1	0	1	-3e6
5880	1	1	0	1	-4.5e6
5881	1	1	0	0	-3e6
5882	0	0	0	1	-3e6
5883	1	0	0	1	-1.5e6
5884	0	1	0	1	-3e6
5885	1	1	1	0	-5e6
5886	0	1	1	0	-3e6
5887	1	1	1	0	-5e6
5888	1	1	0	1	-4.5e6
5889	1	1	1	0	-5e6
5890	1	0	0	0	-1.5e6
5891	0	1	0	1	-3e6
5892	1	1	0	1	-4.5e6
5893	1	0	1	0	-1.5e6
5894	0	1	0	1	-3e6
5895	0	1	0	0	-3e6
5896	0	1	0	0	-3e6
5897	1	1	0	1	-4.5e6
5898	1	1	0	0	-3e6
5899	0	1	0	0	-3e6
5900	1	0	0	0	-1.5e6
5901	0	1	0	0	-3e6
5902	0	0	0	1	-3e6
5903	1	1	0	0	-3e6
5904	1	1	0	1	-4.5e6
5905	0	1	0	1	-3e6
5906	0	0	0	1	-3e6
5907	0	1	1	1	-3e6
5908	1	0	0	1	-1.5e6
5909	1	0	1	0	-1.5e6
5910	0	0	0	1	-3e6
5911	1	1	1	0	-5e6
5912	0	1	0	0	-3e6
